PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8
A0104049,ST STEPHENS CLASSICAL CHRISTIAN ACADEMY,2,13,2275 LIBERTY RD,ELDERSBURG,24013,013,MD,24,21784,4107951249,163,6.75,Yes,,9,15,7,10,6,11,15,8,11,4,,,,,96,87,0,0,3,26,52,0,6,10.6,23,1,1,1,2,2,0,0,3.44,29.88,59.77,0,6.89,8.2,14,CARROLL,Association of Christian Schools International (ACSI),,,,,,,
A0104050,ST THOMAS MORE ACADEMY,2,13,103 PROSPECT ST,MIDDLETOWN,24021,021,MD,24,21769,2404905479,176,6.75,Yes,,7,7,7,8,8,8,8,8,8,8,,,,,77,70,,,,,,,,,22,1,1,1,1,2,,,,,,,,,1,FREDERICK,National Catholic Educational Association (NCEA),Other school association(s),,,,,,
00578604,ST URSULA SCHOOL,2,13,8900 HARFORD RD,BALTIMORE,24005,005,MD,24,21234,4106653533,178,6.5,Yes,,37,53,67,63,77,58,59,77,60,87,,,,,638,601,2,16,12,47,496,0,28,33.9,21,1,1,1,1,2,0.33,2.66,1.99,7.82,82.52,0,4.65,17.72,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
K9302634,ST VINCENT PALLOTTI HIGH SCHOOL,14,17,113 ST MARYS PL,LAUREL,24033,033,MD,24,20707,3017253228,174,6,No,,,,,,,,,,,,119,105,125,113,462,462,0,37,26,275,96,0,28,34.3,21,1,1,2,1,2,0,8,5.62,59.52,20.77,0,6.06,13.46,1,PRINCE GEORGE'S,National Catholic Educational Association (NCEA),Other school association(s),,,,,,
00579029,ST. JOSEPH SCHOOL - FULLERTON,2,13,8416 BELAIR RD,BALTIMORE,24005,005,MD,24,21236,4102568026,178,7,Yes,,40,54,60,45,57,60,56,60,58,50,,,,,540,500,1,124,10,27,304,0,34,28,21,1,1,1,1,2,0.2,24.8,2,5.4,60.8,0,6.8,17.85,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
A9303256,STARMARKER SCHOOL EARLY EDUCATION WYILDWOOD,2,6,23443 COTTONWOOD PKWY,CALIFORNIA,24037,037,MD,24,20619,3018637740,175,7,Yes,,113,11,3,,,,,,,,,,,,127,14,0,1,0,0,13,0,0,1,23,1,2,1,3,2,0,7.14,0,0,92.85,0,0,14,30,ST. MARY'S,School does not belong to ANY associations or organizations,,,,,,,
A0104052,STEPPING STONES LEARNING ACADEMY,2,17,402 W MAIN ST,FRUITLAND,24045,045,MD,24,21826,4103417668,180,7,Yes,,11,11,14,11,11,7,12,8,7,7,5,4,7,4,119,108,0,3,5,22,75,0,3,12.4,23,1,1,3,3,2,0,2.77,4.62,20.37,69.44,0,2.77,8.7,30,WICOMICO,National Independent Private School Association (NIPSA),Other school association(s),,,,,,
A9701852,STERLING EAST-CHESAPEAKE CAMPUS,8,17,900 TRIMBLE RD,JOPPA,24025,025,MD,24,21085,4106761138,180,5,Yes,,,,,,1,4,3,4,4,3,7,3,2,6,37,37,0,0,0,12,25,0,0,5.3,22,1,1,3,2,2,0,0,0,32.43,67.56,0,0,6.98,6,HARFORD,School does not belong to ANY associations or organizations,,,,,,,
01605118,STONE RIDGE SCHOOL OF THE SACRED HEART,2,17,9101 ROCKVILLE PIKE,BETHESDA,24031,031,MD,24,20814,3016574322,174,7.25,Yes,,34,15,13,21,26,37,45,51,62,61,91,92,89,83,720,686,2,42,51,80,456,1,54,98.8,13,2,1,3,1,1,0.29,6.12,7.43,11.66,66.47,0.14,7.87,6.94,1,MONTGOMERY,National Catholic Educational Association (NCEA),National Coalition of Girls' Schools (NCGS),National Association of Independent Schools (NAIS),Other school association(s),,,,
A1101213,SULAM SCHOOL,6,13,13300 ARCTIC AVE,ROCKVILLE,24031,031,MD,24,20853,3019624000,170,6.25,Yes,,,,1,2,1,,3,1,1,6,,,,,15,15,0,0,0,0,15,0,0,6.5,21,1,1,1,2,2,0,0,0,0,100,0,0,2.3,18,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A9103296,SUNNY MEADOW SCHOOL,6,13,28379 THOMPSON CORNER RD,MECHANICSVILLE,24037,037,MD,24,20659,,180,6.5,Yes,,,,1,4,4,1,3,4,4,2,,,,,23,23,0,0,0,0,23,0,0,1,41,1,1,1,2,4,0,0,0,0,100,0,0,23,3,ST. MARY'S,Association Montessori International (AMI),,,,,,,
A9103297,SWANTON MENNONITE FELLOWSHIP SCHOOL,6,13,2521 N GLADE RD,SWANTON,24023,023,MD,24,21561,3013874083,170,6,Yes,,,,2,2,3,3,2,2,,3,,,,,17,17,0,0,0,0,17,0,0,2,42,1,1,1,2,4,0,0,0,0,100,0,0,8.5,24,GARRETT,School does not belong to ANY associations or organizations,,,,,,,
00581209,TAKOMA ACADEMY,14,17,8120 CARROLL AVE,TAKOMA PARK,24031,031,MD,24,20912,3014344700,190,8.41,Yes,,,,,,,,,,,,52,63,46,51,212,212,0,12,39,143,1,4,13,15.9,13,1,1,2,2,1,0,5.66,18.39,67.45,0.47,1.88,6.13,13.33,28,MONTGOMERY,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,
00581468,TAKOMA ACADEMY PREPARATORY SCHOOL,3,13,8300 CARROLL AVE,TAKOMA PARK,24031,031,MD,24,20912,3014341417,180,7.5,Yes,,,27,29,36,32,34,37,31,31,36,,,,,293,293,0,9,15,254,15,0,0,33.8,13,1,1,1,2,1,0,3.07,5.11,86.68,5.11,0,0,8.66,28,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
00579685,TALMUDICAL ACADEMY-BALTIMORE,2,17,4445 OLD CT RD,BALTIMORE,24005,005,MD,24,21208,4104846600,180,10.5,No,,87,89,94,75,89,100,89,89,82,81,26,34,37,33,1005,918,0,2,915,1,0,0,0,73.3,21,3,1,3,2,2,0,0.21,99.67,0.1,0,0,0,12.52,18,BALTIMORE,National Society for Hebrew Day Schools (Torah U’Mesorah),State or regional independent school association,,,,,,
01605027,THE ACADEMY OF SAINT MATTHIAS THE APOSTLE,2,13,9473 ANNAPOLIS RD,LANHAM SEABROOK,24033,033,MD,24,20706,3015779412,180,7,Yes,,16,19,14,15,14,18,16,18,13,15,,,,,158,142,0,3,11,115,3,1,9,11.9,21,1,1,1,1,2,0,2.11,7.74,80.98,2.11,0.7,6.33,11.93,1,PRINCE GEORGE'S,Other school association(s),,,,,,,
A1301616,THE AUBURN SCHOOL BALTIMORE,3,13,7401 PARK HEIGHTS AVE,PIKESVILLE,24510,510,MD,24,21208,4106170418,180,6.75,Yes,,,8,5,6,4,3,10,5,3,8,,,,,52,52,0,3,0,9,30,0,10,10,11,1,4,1,3,1,0,5.76,0,17.3,57.69,0,19.23,5.2,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A1390205,THE AUBURN SCHOOL SILVER SPRING CAMPUS,3,13,9545 GEORGIA AVE,SILVER SPRING,24031,031,MD,24,20910,3015888048,184,7,Yes,,,3,5,9,4,11,2,7,10,7,,,,,58,58,0,2,4,7,39,2,4,12,13,1,4,1,3,1,0,3.44,6.89,12.06,67.24,3.44,6.89,4.83,30,MONTGOMERY,Other association(s) for exceptional children,State or regional independent school association,,,,,,
A9502119,THE BALTIMORE ACADEMY,13,17,3800 FREDERICK AVE,BALTIMORE,24510,510,MD,24,21229,4102331400,220,6.5,Yes,,,,,,,,,,,1,3,7,2,7,20,20,0,0,1,17,0,0,2,4,11,1,4,2,3,1,0,0,5,85,0,0,10,5,30,BALTIMORE,Other special emphasis association(s),,,,,,,
01934164,THE BANNER SCHOOL,2,13,1730 N MARKET ST,FREDERICK,24021,021,MD,24,21701,3016959320,170,6,Yes,,26,13,16,8,12,10,14,12,12,12,,,,,135,109,0,6,12,18,73,0,0,27.6,13,1,1,1,3,1,0,5.5,11,16.51,66.97,0,0,3.94,30,FREDERICK,National Association of Independent Schools (NAIS),,,,,,,
A9103135,THE BENEDICTINE SCHOOL,1,1,14299 BENEDICTINE LN,RIDGELY,24011,011,MD,24,21660,4106342112,220,6.5,Yes,67,,,,,,,,,,,,,,,67,67,0,3,0,13,51,0,0,13,42,1,4,3,3,4,0,4.47,0,19.4,76.11,0,0,5.15,30,CAROLINE,Other special emphasis association(s),Other school association(s),,,,,,
K9302704,THE BETHESDA MONTESSORI SCHOOL,2,3,PO BOX 30439,BETHESDA,24031,031,MD,24,20824,3019861260,171,6,Yes,,65,15,,,,,,,,,,,,,80,15,0,2,0,1,12,0,0,3.1,13,1,2,1,3,1,0,13.33,0,6.66,80,0,0,4.83,30,MONTGOMERY,Association Montessori International (AMI),Other Montessori association(s),,,,,,
00580238,THE BRYN MAWR SCHOOL,2,17,109 W MELROSE AVE,BALTIMORE,24510,510,MD,24,21210,4103238800,180,6.66,Yes,,99,32,29,32,35,29,41,56,46,57,78,79,82,80,775,676,3,77,8,108,411,6,63,84.1,11,2,1,3,3,1,0.44,11.39,1.18,15.97,60.79,0.88,9.31,8.03,30,BALTIMORE,National Coalition of Girls' Schools (NCGS),Other special emphasis association(s),National Association of Independent Schools (NAIS),State or regional independent school association,Other school association(s),,,
01934095,THE CALVERTON SCHOOL,2,17,300 CALVERTON SCHOOL RD,HUNTINGTOWN,24009,009,MD,24,20639,4105350216,175,7.16,Yes,,12,9,13,11,7,15,11,20,14,25,23,25,39,35,259,247,0,32,11,42,146,0,16,32.6,41,1,1,3,3,4,0,12.95,4.45,17,59.1,0,6.47,7.57,30,CALVERT,National Association of Independent Schools (NAIS),,,,,,,
A9103158,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,14,17,2800 EDISON HWY,BALTIMORE,24510,510,MD,24,21213,4107326200,170,7,Yes,,,,,,,,,,,,65,118,60,80,323,323,0,12,8,45,243,0,15,35,11,2,1,2,1,1,0,3.71,2.47,13.93,75.23,0,4.64,9.22,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
A1101179,THE CHILDRENS GUILD,8,17,410 E JEFFREY ST,BALTIMORE,24510,510,MD,24,21225,4102697600,180,7,Yes,11,,,,,1,1,,1,4,5,10,7,3,6,49,49,1,0,1,43,4,0,0,10.1,11,1,4,3,3,1,2.04,0,2.04,87.75,8.16,0,0,4.85,30,BALTIMORE,National Association of Private Special Education Centers (NAPSEC),Other school association(s),,,,,,
A1501896,THE COMMUNITY SCHOOL,14,17,337 W 30TH ST,BALTIMORE,24510,510,MD,24,21211,4104674920,175,8.83,No,,,,,,,,,,,,4,6,6,4,20,20,0,0,4,3,13,0,0,2.3,11,1,3,2,3,1,0,0,20,15,65,0,0,8.69,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
00580613,THE COUNTRY SCHOOL,3,13,716 GOLDSBOROUGH ST,EASTON,24041,041,MD,24,21601,4108221935,173,7.33,Yes,,,29,32,25,37,37,35,33,26,35,,,,,289,289,0,3,2,8,249,0,27,32,32,1,1,1,3,3,0,1.03,0.69,2.76,86.15,0,9.34,9.03,30,TALBOT,National Association of Independent Schools (NAIS),,,,,,,
A0901659,THE DIENER SCHOOL,1,1,11510 FALLS RD,POTOMAC,24031,031,MD,24,20854,3012994602,170,6.5,Yes,38,,,,,,,,,,,,,,,38,38,0,6,2,4,24,0,2,16.3,21,1,4,3,3,2,0,15.78,5.26,10.52,63.15,0,5.26,2.33,30,MONTGOMERY,State or regional independent school association,,,,,,,
A0901670,THE FAMILY ACADEMY OF BETHESDA,3,3,4324 MONTGOMERY AVE,BETHESDA,24031,031,MD,24,20814,3016565437,192,10.98,Yes,,,1,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,5.3,13,1,2,1,3,1,0,0,0,0,100,0,0,0.18,30,MONTGOMERY,Other Montessori association(s),,,,,,,
00580704,THE FORBUSH SCHOOL AT GLYNDON,3,17,407 CENTRAL AVE,REISTERSTOWN,24005,005,MD,24,21136,4105175400,214,6.5,Yes,,,1,2,4,5,5,7,6,10,8,3,4,3,4,62,62,0,1,1,30,29,0,1,23,21,1,4,3,3,2,0,1.61,1.61,48.38,46.77,0,1.61,2.69,30,BALTIMORE,Other school association(s),,,,,,,
A1701916,THE FOUNDATION SCHOOL,3,17,1330 MCCORMICK DR,LARGO,24033,033,MD,24,20774,3017721200,180,7,Yes,,,6,15,10,5,10,9,6,11,20,20,10,7,11,140,140,0,1,3,124,8,0,4,19,21,1,4,3,3,2,0,0.71,2.14,88.57,5.71,0,2.85,7.36,30,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
00580668,THE FROST SCHOOL,7,17,4915 ASPEN HILL RD,ROCKVILLE,24031,031,MD,24,20853,3019333451,217,6.5,Yes,,,,,1,5,6,9,5,9,11,10,21,13,12,102,102,1,9,9,38,45,0,0,19,21,1,4,3,3,2,0.98,8.82,8.82,37.25,44.11,0,0,5.36,30,MONTGOMERY,National Association of Private Special Education Centers (NAPSEC),,,,,,,
A1771156,THE GAN MONTESSORI,2,3,519 LAMBERTON DR,SILVER SPRING,24031,031,MD,24,20902,3015931117,171,6.25,No,,50,5,,,,,,,,,,,,,55,5,0,0,0,0,5,0,0,2.4,21,1,2,1,2,2,0,0,0,0,100,0,0,2.08,18,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A9902226,THE GODDARD SCHOOL,2,4,5633 WATERLOO RD,ELLICOTT CITY,24027,027,MD,24,21043,4107301500,210,3.5,Yes,,120,2,,,,,,,,,,,,,122,2,0,1,0,0,1,0,0,1,21,1,6,1,3,2,0,50,0,0,50,0,0,2,30,HOWARD,National Association for the Education of Young Children (NAEYC),,,,,,,
A0301769,THE GODDARD SCHOOL OF FREDERICK,2,4,2080 YELLOW SPRINGS RD,FREDERICK,24021,021,MD,24,21702,3016316699,205,6.5,Yes,,35,25,,,,,,,,,,,,,60,25,0,0,0,0,12,0,13,1.1,13,1,6,1,3,1,0,0,0,0,48,0,52,22.72,30,FREDERICK,School does not belong to ANY associations or organizations,,,,,,,
A9502072,THE GREENMOUNT SCHOOL,3,13,501 W 30TH ST,BALTIMORE,24510,510,MD,24,21211,4102456295,175,6.5,Yes,,,12,13,12,11,13,14,12,14,14,,,,,115,115,0,7,3,6,82,0,17,12.5,11,1,1,1,3,1,0,6.08,2.6,5.21,71.3,0,14.78,9.2,30,BALTIMORE,State or regional independent school association,,,,,,,
A1101198,THE GUNSTON SCHOOL,14,17,PO BOX 200,CENTREVILLE,24035,035,MD,24,21617,4107580620,175,8.16,Yes,,,,,,,,,,,,51,50,50,44,195,195,0,33,2,4,152,0,4,21.6,41,1,1,2,3,4,0,16.92,1.02,2.05,77.94,0,2.05,9.02,30,QUEEN ANNE'S,National Association of Independent Schools (NAIS),,,,,,,
02030543,THE HARBOUR SCHOOL AT ANNAPOLIS,8,17,1277 GREEN HOLLY DR,ANNAPOLIS,24003,003,MD,24,21409,4109744248,200,6.5,Yes,,,,,,5,6,14,31,31,35,90,51,40,48,351,351,4,17,31,134,157,6,2,46.8,21,1,4,3,3,2,1.13,4.84,8.83,38.17,44.72,1.7,0.56,7.5,30,ANNE ARUNDEL,National Association of Private Special Education Centers (NAPSEC),,,,,,,
02188077,THE HEIGHTS SCHOOL,8,17,10400 SEVEN LOCKS RD,POTOMAC,24031,031,MD,24,20854,3013654300,171,6.75,Yes,,,,,,28,40,42,59,60,54,70,66,60,59,538,538,0,11,34,11,473,9,0,62.1,21,3,1,3,1,2,0,2.04,6.31,2.04,87.91,1.67,0,8.66,1,MONTGOMERY,National Association of Independent Schools (NAIS),,,,,,,
A9902238,THE HIGHLANDS SCHOOL,7,17,2409 CRESWELL RD,BEL AIR,24025,025,MD,24,21015,4108361415,170,7,Yes,,,,,2,6,5,5,8,12,8,7,6,5,4,68,68,0,2,1,9,53,0,3,26.1,41,1,4,3,3,4,0,2.94,1.47,13.23,77.94,0,4.41,2.6,30,HARFORD,State or regional independent school association,,,,,,,
A0103986,THE JEFFERSON SCHOOL AT FINAN CENTER,11,17,10100 COUNTRY CLUB RD SE,CUMBERLAND,24001,001,MD,24,21501,3017772258,214,6,Yes,31,,,,,,,,1,4,2,3,3,6,6,56,56,0,1,0,5,48,0,2,12,23,1,4,3,3,2,0,1.78,0,8.92,85.71,0,3.57,4.66,30,ALLEGANY,School does not belong to ANY associations or organizations,,,,,,,
00579164,THE JULIA BROWN SCHOOL,2,8,9450 MADISON AVE,LAUREL,24027,027,MD,24,20723,3014980604,194,6.25,No,,56,6,7,4,1,,,,,,,,,,74,18,0,0,2,14,2,0,0,3.6,21,1,2,1,3,2,0,0,11.11,77.77,11.11,0,0,5,30,HOWARD,School does not belong to ANY associations or organizations,,,,,,,
02031693,THE KATHERINE THOMAS SCHOOL,2,17,9975 MEDICAL CENTER DR,ROCKVILLE,24031,031,MD,24,20850,3017389691,187,6.75,Yes,,5,5,2,3,,5,4,7,10,15,21,22,26,25,150,145,0,13,9,26,89,0,8,43.1,21,1,4,3,3,2,0,8.96,6.2,17.93,61.37,0,5.51,3.36,30,MONTGOMERY,Other school association(s),,,,,,,
A9701824,THE KINGS CHRISTIAN ACADEMY,2,17,20738 POINT LOOKOUT RD,CALLAWAY,24037,037,MD,24,20620,3019943080,175,7,Yes,,16,14,29,25,35,25,22,19,30,40,32,20,29,25,361,345,0,11,11,92,224,1,6,32.4,41,1,1,3,2,4,0,3.18,3.18,26.66,64.92,0.28,1.73,10.64,8,ST. MARY'S,Association of Christian Schools International (ACSI),,,,,,,
A9103228,THE LAMB OF GOD SCHOOL,3,13,1810 FAIRVIEW AVE,HALETHORPE,24005,005,MD,24,21228,4102424100,165,6,Yes,,,20,21,10,15,16,16,14,17,8,,,,,137,137,0,10,1,7,109,1,9,12.4,21,1,1,1,2,2,0,7.29,0.72,5.1,79.56,0.72,6.56,11.04,8,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A1771158,THE LEARNING EXPERIENCE AT PARKVILLE,3,3,8601 WALTHER BLVD,NOTTINGHAM,24005,005,MD,24,21236,4106637876,188,,Yes,,,14,,,,,,,,,,,,,14,14,0,0,0,2,,,2,1,21,1,7,1,3,2,0,0,0,14.28,,,14.28,14,30,BALTIMORE,Other school association(s),,,,,,,
A1701980,THE LIVING WATER SCHOOL,1,1,P.O BOX 1307,FT WASHINGTON,24033,033,MD,24,20749,3019712619,180,8,Yes,37,,,,,,,,,,,,,,,37,37,0,0,3,34,0,0,0,4.6,21,1,7,3,2,2,0,0,8.1,91.89,0,0,0,8.04,8,PRINCE GEORGE'S,Association of Christian Schools International (ACSI),Association of Classical and Christian Schools (ACCS),,,,,,
K9302728,THE LOURIE CTR SCHOOL OF THE REGINALD S LOURIE,3,10,12301 ACADEMY WAY STE A,ROCKVILLE,24031,031,MD,24,20852,3019844444,209,5.6,Yes,,,2,,9,20,6,10,,,,,,,,47,47,0,0,4,33,10,0,0,6,21,1,4,1,3,2,0,0,8.51,70.21,21.27,0,0,7.83,30,MONTGOMERY,National Association of Private Special Education Centers (NAPSEC),Other special emphasis association(s),,,,,,
A0901726,THE MADDUX SCHOOL,2,7,11614 SEVEN LOCKS RD,ROCKVILLE,24031,031,MD,24,20854,3014690223,170,6,Yes,,10,13,13,10,,,,,,,,,,,46,36,0,0,3,11,11,0,11,8.9,21,1,1,1,3,2,0,0,8.33,30.55,30.55,0,30.55,4.04,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A9701834,THE MANOR MONTESSORI SCHOOL,2,8,PO BOX 60691,POTOMAC,24031,031,MD,24,20859,3012997400,174,6,Yes,,68,29,13,14,2,,,,,,,,,,126,58,0,1,3,3,31,0,20,10,21,1,2,1,3,2,0,1.72,5.17,5.17,53.44,0,34.48,5.8,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A0301773,THE MARYLAND INTERNATIONAL DAY SCHOOL,2,13,1900 TUCKER RD,FT WASHINGTON,24033,033,MD,24,20744,3015679101,200,7.5,Yes,,5,8,8,14,9,6,4,3,4,1,,,,,62,57,0,0,5,43,3,0,6,10,21,1,3,1,3,2,0,0,8.77,75.43,5.26,0,10.52,5.7,30,PRINCE GEORGE'S,European Council for International Schools (ECIS),,,,,,,
00581526,THE MARYLAND SCHOOL FOR THE BLIND,2,17,3501 TAYLOR AVE,BALTIMORE,24510,510,MD,24,21236,4104445000,181,6,Yes,153,20,13,6,4,3,3,3,3,1,2,6,7,4,2,230,210,0,7,10,42,146,0,5,40,11,1,4,3,3,1,0,3.33,4.76,20,69.52,0,2.38,5.25,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A9701840,THE MONARCH MONTESSORI SCHOOL,2,3,PO BOX 609,CHURCHVILLE,24025,025,MD,24,21028,4108369560,170,6,Yes,,38,7,,,,,,,,,,,,,45,7,0,0,0,2,5,0,0,2,41,1,2,1,3,4,0,0,0,28.57,71.42,0,0,3.5,30,HARFORD,American Montessori Society (AMS),Other Montessori association(s),,,,,,
00253244,THE NORA SCHOOL,14,17,955 SLIGO AVE,SILVER SPRING,24031,031,MD,24,20910,3014956672,175,6,No,,,,,,,,,,,,5,14,17,14,50,50,0,1,4,9,36,0,0,11.1,13,1,4,2,3,1,0,2,8,18,72,0,0,4.5,30,MONTGOMERY,Other special emphasis association(s),National Association of Independent Schools (NAIS),,,,,,
00580227,THE PARK SCHOOL OF BALTIMORE,3,17,2425 OLD CT RD,BALTIMORE,24005,005,MD,24,21208,4103397070,170,6.5,Yes,,,38,45,31,45,51,44,62,81,58,92,89,83,69,788,788,2,31,8,56,628,0,63,107.9,21,1,-1,3,3,2,0.25,3.93,1.01,7.1,79.69,0,7.99,7.3,30,BALTIMORE,National Association of Independent Schools (NAIS),,,,,,,
A1771160,THE PREMERON,2,3,205 TALFORD CT,ODENTON,24003,003,MD,24,21113,4106728004,180,7.5,Yes,,40,15,,,,,,,,,,,,,55,15,0,0,0,8,4,0,3,1,21,1,7,1,3,2,0,0,0,53.33,26.66,0,20,15,30,ANNE ARUNDEL,School does not belong to ANY associations or organizations,,,,,,,
00580001,THE PRIMARY DAY SCHOOL,2,7,7300 RIVER RD,BETHESDA,24031,031,MD,24,20817,3013654355,173,7,Yes,,24,31,29,37,,,,,,,,,,,121,97,0,10,5,6,60,0,16,20.3,13,1,1,1,3,1,0,10.3,5.15,6.18,61.85,0,16.49,4.77,30,MONTGOMERY,National Association for the Education of Young Children (NAEYC),Other special emphasis association(s),Other school association(s),,,,,
00581435,THE SALISBURY SCHOOL,2,17,6279 HOBBS RD,SALISBURY,24045,045,MD,24,21804,4107424464,174,7,Yes,,27,25,17,17,23,17,21,26,29,32,31,19,30,35,349,322,0,26,5,3,288,0,0,51.5,41,1,1,3,3,4,0,8.07,1.55,0.93,89.44,0,0,6.25,30,WICOMICO,National Association of Independent Schools (NAIS),Other school association(s),,,,,,
A0792032,THE SIENA SCHOOL,9,17,1300 FOREST GLEN RD,SILVER SPRING,24031,031,MD,24,20901,3012443600,174,7,No,,,,,,,11,7,27,16,20,16,12,6,8,123,123,0,9,7,14,70,0,23,26.8,21,1,4,3,3,2,0,7.31,5.69,11.38,56.91,0,18.69,4.58,30,MONTGOMERY,State or regional independent school association,,,,,,,
A9103294,THE SUMMIT SCHOOL,6,13,664 CENTRAL AVE E,EDGEWATER,24003,003,MD,24,21037,4107980005,180,7,Yes,,,,1,4,4,11,21,13,24,31,,,,,109,109,0,0,7,16,83,2,1,26.8,21,1,4,1,3,2,0,0,6.42,14.67,76.14,1.83,0.91,4.06,30,ANNE ARUNDEL,National Association of Independent Schools (NAIS),Other school association(s),,,,,,
00580158,THE TOME SCHOOL,3,17,581 S MARYLAND AVE,NORTH EAST,24015,015,MD,24,21901,4102872050,173,7,Yes,,,33,24,32,32,30,32,42,44,39,42,33,33,36,452,452,0,6,6,13,418,0,9,41.4,21,1,1,3,3,2,0,1.32,1.32,2.87,92.47,0,1.99,10.91,30,CECIL,School does not belong to ANY associations or organizations,,,,,,,
A0901784,THE TRELLIS SCHOOL,2,13,14550 YORK RD,COCKEYSVILLE,24005,005,MD,24,21215,4433307900,227,6,Yes,,1,3,3,3,3,6,8,6,3,4,,,,,40,39,0,2,1,13,23,0,0,7,21,1,4,1,3,2,0,5.12,2.56,33.33,58.97,0,0,5.57,30,BALTIMORE,Other special emphasis association(s),Other school association(s),,,,,,
00579561,THE WILKESSCHOOL AT GRACE AND ST. PETER'S,2,10,707 PARK AVE,BALTIMORE,24510,510,MD,24,21201,4105391395,174,7.33,No,,12,7,3,4,5,9,5,,,,,,,,45,33,0,1,0,7,17,0,8,9.4,11,1,1,1,1,1,0,3.03,0,21.21,51.51,0,24.24,3.51,1,BALTIMORE,Other school association(s),,,,,,,
02031627,THE WINCHESTER SCHOOL,2,6,3223 BEL PRE RD,SILVER SPRING,24031,031,MD,24,20906,3015982266,176,6,Yes,,34,8,8,,,,,,,,,,,,50,16,0,3,0,5,3,0,5,5,21,1,1,1,3,2,0,18.75,0,31.25,18.75,0,31.25,3.2,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
01604613,THE WOODS ACADEMY,2,13,6801 GREENTREE RD,BETHESDA,24031,031,MD,24,20817,3013653080,175,6.91,Yes,,48,19,31,22,25,36,37,35,34,34,,,,,321,273,0,12,39,34,151,0,37,35.9,13,1,1,1,1,1,0,4.39,14.28,12.45,55.31,0,13.55,7.6,1,MONTGOMERY,National Catholic Educational Association (NCEA),American Montessori Society (AMS),National Association of Independent Schools (NAIS),State or regional independent school association,,,,
K9302626,TIDEWATER SCHOOL,2,10,PO BOX 755,HUNTINGTOWN,24009,009,MD,24,20639,4102570533,170,6.75,Yes,,18,12,4,5,2,1,5,,,,,,,,47,29,3,3,0,1,20,0,2,5.4,41,1,2,1,3,4,10.34,10.34,0,3.44,68.96,0,6.89,5.37,30,CALVERT,American Montessori Society (AMS),,,,,,,
A1701981,TONG LE MONTESSORI SCHOOL,2,3,805 E FAYETTE ST,BALTIMORE,24510,510,MD,24,21202,4109291628,200,7,Yes,,16,1,,,,,,,,,,,,,17,1,0,1,0,0,0,0,0,1,11,1,2,1,3,1,0,100,0,0,0,0,0,1,30,BALTIMORE,Other Montessori association(s),,,,,,,
A1501898,TOP HAT MONTESSORI,2,3,18243A FLOWER HILL WAY,GAITHERSBURG,24031,031,MD,24,20879,2408130713,213,7,No,,25,4,,,,,,,,,,,,,29,4,0,1,1,0,2,0,0,3.3,21,1,2,1,3,2,0,25,25,0,50,0,0,1.21,30,MONTGOMERY,American Montessori Society (AMS),,,,,,,
