pss_locale,county_code,school_id,school_name,lo_grade,hi_grade,street,city,pss_county_fips,state,pss_fips,zip,pss_phone,pss_sch_days,pss_stu_day_hrs,pss_library,pss_enroll_ug,pss_enroll_pk,pss_enroll_k,pss_enroll_1,pss_enroll_2,pss_enroll_3,pss_enroll_4,pss_enroll_5,pss_enroll_6,pss_enroll_7,pss_enroll_8,pss_enroll_9,pss_enroll_10,pss_enroll_11,pss_enroll_12,enrollment,pss_enroll_tk12,pss_race_ai,pss_race_as,pss_race_h,pss_race_b,pss_race_w,pss_race_p,pss_race_2,teachers_fte,pss_coed,pss_type,pss_level,pss_relig,pss_comm_type,pss_indian_pct,pss_asian_pct,pss_hisp_pct,pss_black_pct,pss_white_pct,pss_pacisl_pct,pss_twomore_pct,pss_stdtch_rt,pss_orient,pss_county_name,pss_assoc_1,pss_assoc_2,pss_assoc_3,pss_assoc_4,pss_assoc_5,pss_assoc_6,pss_assoc_7,pss_assoc_8,grade_band,county_name,school_type,school_type_detail,pvt_pct_nonwhite,locale_label,locale_type,definition,school_status
41,24005,00580384,Jemicy School,6,17,11 CELADON RD,OWINGS MILLS,005,MD,24,21117,4106532700,176,8.33,Yes,NA,NA,NA,8,15,8,25,32,38,40,54,43,38,41,38,380,380,1,3,10,19,341,0,6,86,1,1,3,3,4,0.26,0.78,2.63,5,89.73,0,1.57,4.41,30,BALTIMORE,National Association of Independent Schools (NAIS),Other school association(s),NA,NA,NA,NA,NA,NA,All Grades,Baltimore County,private,private,9.459999999999999,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24025,A1501797,Bridges Mnontessori,2,10,2529 CONOWINGO RD,BEL AIR,025,MD,24,21015,4108360833,174,6,Yes,NA,41,11,6,7,8,9,2,NA,NA,NA,NA,NA,NA,NA,84,43,0,2,0,3,38,0,0,5.3,1,2,1,3,4,0,4.65,0,6.97,88.37,0,0,8.11,30,HARFORD,American Montessori Society (AMS),Other Montessori association(s),NA,NA,NA,NA,NA,NA,ES,Harford County,private,private,6.97,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24025,A1301588,Oak Grove Classical Christian School,2,17,2106 E CHURCHVILLE RD,BEL AIR,025,MD,24,21015,4108381333,176,7,Yes,NA,18,9,9,5,5,7,10,12,7,17,5,6,5,1,116,98,0,3,2,1,85,0,7,12,1,1,3,2,4,0,3.06,2.04,1.02,86.73,0,7.14,8.16,8,HARFORD,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Harford County,private,private,10.2,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24015,02031208,Maranatha Baptist Church Academy,3,17,PO BOX 246,ELKTON,015,MD,24,21922,4103983764,180,7,Yes,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,7,7,0,0,0,0,5,0,2,2.9,1,1,3,2,4,0,0,0,0,71.42,0,28.57,2.41,5,CECIL,Accelerated Christian Education (ACE),NA,NA,NA,NA,NA,NA,NA,All Grades,Cecil County,private,private,28.57,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24031,A9701835,Mary Of Nazareth School,2,13,14131 SENECA RD,DARNESTOWN,031,MD,24,20874,3018690940,180,6.66,Yes,NA,30,44,40,30,51,55,61,60,50,51,NA,NA,NA,NA,472,442,0,20,60,33,246,19,64,29,1,1,1,1,4,0,4.52,13.57,7.46,55.65,4.29,14.47,15.24,1,MONTGOMERY,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Montgomery County,private,private,39.79,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24037,A9103296,Sunny Meadow School,6,13,28379 THOMPSON CORNER RD,MECHANICSVILLE,037,MD,24,20659,NA,180,6.5,Yes,NA,NA,NA,1,4,4,1,3,4,4,2,NA,NA,NA,NA,23,23,0,0,0,0,23,0,0,1,1,1,1,2,4,0,0,0,0,100,0,0,23,3,ST. MARY'S,Association Montessori International (AMI),NA,NA,NA,NA,NA,NA,NA,ES/MS,St.Mary's County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24003,A1701925,High Road School Of Anne Arundel County,6,17,1131 BENFIELD BLVD,MILLERSVILLE,003,MD,24,21108,4108465282,180,6.5,Yes,NA,NA,NA,5,3,6,8,10,6,5,6,4,9,4,1,67,67,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,67,30,ANNE ARUNDEL,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Anne Arundel County,private,private,NA,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24009,A1501855,Kings Landing Academy,12,17,2490 KINGS LANDING RD,HUNTINGTOWN,009,MD,24,20639,4104145489,180,5.5,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,4,4,0,0,0,0,4,0,0,1,1,6,2,2,4,0,0,0,0,100,0,0,4,5,CALVERT,Accelerated Christian Education (ACE),NA,NA,NA,NA,NA,NA,NA,MS/HS,Calvert County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24027,A0501804,Cornerstone Academy,11,17,17455 OLD FREDERICK RD,MOUNT AIRY,027,MD,24,21771,3018294730,175,6.5,Yes,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,5,3,4,19,19,0,0,0,5,14,0,0,3.3,1,4,3,2,4,0,0,0,26.31,73.68,0,0,5.75,8,HOWARD,Association of Christian Schools International (ACSI),NA,NA,NA,NA,NA,NA,NA,MS/HS,Howard County,private,private,26.31,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24013,A0701226,North Carroll Community School,3,13,401 STONE RD,WESTMINSTER,013,MD,24,21158,4103860655,170,7,Yes,NA,NA,10,20,13,15,12,14,21,12,11,NA,NA,NA,NA,128,128,0,3,0,2,119,2,2,10.8,1,1,1,3,4,0,2.34,0,1.56,92.96,1.56,1.56,11.85,30,CARROLL,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES/MS,Carroll County,private,private,4.68,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24005,A9701915,Villa Maria School,6,13,2300 DULANEY VALLEY RD STE 1,LUTHVLE TIMON,005,MD,24,21093,6676003100,215,6,Yes,NA,NA,NA,1,5,2,6,13,19,15,14,NA,NA,NA,NA,75,75,2,0,2,45,13,0,13,14,1,4,1,3,4,2.66,0,2.66,60,17.33,0,17.33,5.35,30,BALTIMORE,National Association of Private Special Education Centers (NAPSEC),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore County,private,private,82.64999999999999,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24031,A9902195,Community School Of Maryland,1,1,21515 ZION RD,BROOKEVILLE,031,MD,24,20833,2409123606,242,6,Yes,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,0,1,1,16,9,0,0,5,1,4,3,3,4,0,3.7,3.7,59.25,33.33,0,0,5.4,30,MONTGOMERY,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,UG,Montgomery County,private,private,62.95,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24027,00580216,Glenelg Country School,2,17,12793 FOLLY QUARTER RD,ELLICOTT CITY,027,MD,24,21042,4105317347,175,7.25,Yes,NA,85,23,25,26,34,40,42,46,66,62,84,71,82,65,751,666,0,107,13,106,353,0,87,119.8,1,1,3,3,4,0,16.06,1.95,15.91,53,0,13.06,5.55,30,HOWARD,National Association of Independent Schools (NAIS),NA,NA,NA,NA,NA,NA,NA,All Grades,Howard County,private,private,30.92,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24009,K9302626,Tidewater School,2,10,PO BOX 755,HUNTINGTOWN,009,MD,24,20639,4102570533,170,6.75,Yes,NA,18,12,4,5,2,1,5,NA,NA,NA,NA,NA,NA,NA,47,29,3,3,0,1,20,0,2,5.4,1,2,1,3,4,10.34,10.34,0,3.44,68.96,0,6.89,5.37,30,CALVERT,American Montessori Society (AMS),NA,NA,NA,NA,NA,NA,NA,ES,Calvert County,private,private,20.669999999999998,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24027,A1501820,Cornerstone Academy,11,17,17455 OLD FREDERICK RD,MOUNT AIRY,027,MD,24,21771,3018294730,170,6,Yes,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,5,2,5,19,19,0,0,0,6,12,0,1,4.5,1,4,3,2,4,0,0,0,31.57,63.15,0,5.26,4.22,8,HOWARD,Association of Christian Schools International (ACSI),NA,NA,NA,NA,NA,NA,NA,MS/HS,Howard County,private,private,36.83,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24021,A0307500,Lucy School,2,13,9117 FROSTOWN RD,MIDDLETOWN,021,MD,24,21769,3016394694,180,7,Yes,NA,26,13,13,8,6,11,6,6,10,6,NA,NA,NA,NA,105,79,0,0,5,3,64,0,7,11,1,1,1,3,4,0,0,6.32,3.79,81.01,0,8.86,7.18,30,FREDERICK,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES/MS,Frederick County,private,private,18.97,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24021,A1701920,Green Valley Montessori School,2,3,1896 URBANA PIKE STE 23,CLARKSBURG,021,MD,24,20871,3018741896,189,6.25,Yes,NA,60,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,8,0,1,0,0,6,0,1,3.4,1,2,1,3,4,0,12.5,0,0,75,0,12.5,2.35,30,FREDERICK,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Frederick County,private,private,12.5,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24033,A9103185,Divine Peace Elementary School,3,13,1500 BROWN STATION RD,LARGO,033,MD,24,20774,3013504522,180,7.5,Yes,NA,NA,12,7,7,7,5,4,7,2,1,NA,NA,NA,NA,52,52,0,0,1,46,0,0,5,5,1,1,1,2,4,0,0,1.92,88.46,0,0,9.61,10.4,22,PRINCE GEORGE'S,Association of Christian Schools International (ACSI),NA,NA,NA,NA,NA,NA,NA,ES/MS,Prince George's County,private,private,99.99,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24043,00581424,Mt Aetna Adventist School (Maas),2,13,10207 CRYSTAL FALLS DR,HAGERSTOWN,043,MD,24,21740,3018243875,180,7.08,Yes,NA,7,7,11,12,6,14,11,11,10,12,NA,NA,NA,NA,101,94,0,2,19,15,55,2,1,8.6,1,1,1,2,4,0,2.12,20.21,15.95,58.51,2.12,1.06,10.93,28,WASHINGTON,General Conference of the Seventh-Day Adventist Church (GCSDAC),NA,NA,NA,NA,NA,NA,NA,ES/MS,Washington County,private,private,39.339999999999996,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24013,A0104010,Montessori School Of Westminster,2,2,1055 MONTESSORI DR,WESTMINSTER,013,MD,24,21158,4108486283,170,6.5,Yes,80,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,80,0,3,3,1,58,0,15,8,1,2,3,3,4,0,3.75,3.75,1.25,72.5,0,18.75,10,30,CARROLL,American Montessori Society (AMS),State or regional independent school association,NA,NA,NA,NA,NA,NA,ES,Carroll County,private,private,23.75,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24017,A1101190,Fox Lumber Amish Parochial School,6,13,28379 THOMPSON CORNER RD,MECHANICSVILLE,017,MD,24,20659,NA,180,6.5,Yes,NA,NA,NA,3,3,2,4,3,5,2,5,NA,NA,NA,NA,27,27,0,0,0,0,27,0,0,1,1,1,1,2,4,0,0,0,0,100,0,0,27,3,CHARLES,Association Montessori International (AMI),NA,NA,NA,NA,NA,NA,NA,ES/MS,Charles County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24035,A1101198,The Gunston School,14,17,PO BOX 200,CENTREVILLE,035,MD,24,21617,4107580620,175,8.16,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,50,44,195,195,0,33,2,4,152,0,4,21.6,1,1,2,3,4,0,16.92,1.02,2.05,77.94,0,2.05,9.02,30,QUEEN ANNE'S,National Association of Independent Schools (NAIS),NA,NA,NA,NA,NA,NA,NA,HS,Queen Anne's County,private,private,5.119999999999999,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24017,01605082,St Peters Elementary School,2,13,3310 SAINT PETERS DR,WALDORF,017,MD,24,20601,5408505934,180,7,Yes,NA,20,29,29,30,30,28,29,26,30,26,NA,NA,NA,NA,277,257,0,37,15,85,77,0,43,15.9,1,1,1,1,4,0,14.39,5.83,33.07,29.96,0,16.73,16.16,1,CHARLES,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Charles County,private,private,55.629999999999995,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24043,A9701819,Laurel Hall School - Hagerstown,6,17,PO BOX 1945,HAGERSTOWN,043,MD,24,21742,3017330330,203,8,Yes,NA,NA,NA,1,NA,3,2,5,5,11,11,9,10,11,12,80,80,0,1,3,21,48,0,7,11,1,4,3,3,4,0,1.25,3.75,26.25,60,0,8.75,7.27,30,WASHINGTON,Other school association(s),NA,NA,NA,NA,NA,NA,NA,All Grades,Washington County,private,private,38.75,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24017,A1101228,Ryceville Amish Parochial School,6,13,28379 THOMPSON CORNER RD,MECHANICSVILLE,017,MD,24,20659,NA,180,6.5,Yes,NA,NA,NA,3,4,4,4,1,4,4,4,NA,NA,NA,NA,28,28,0,0,0,0,28,0,0,1,1,1,1,2,4,0,0,0,0,100,0,0,28,3,CHARLES,Association Montessori International (AMI),NA,NA,NA,NA,NA,NA,NA,ES/MS,Charles County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24017,A9502145,Smca,2,17,9805 FAITH BAPTIST CHURCH RD,WHITE PLAINS,017,MD,24,20695,3018702550,170,7,No,70,70,45,36,30,30,30,30,32,28,30,18,19,17,20,505,435,4,7,12,215,161,0,36,45.6,1,1,3,2,4,0.91,1.6,2.75,49.42,37.01,0,8.27,9.53,8,CHARLES,Association of Christian Schools International (ACSI),National Association of Private Special Education Centers (NAPSEC),National Association for the Education of Young Children (NAEYC),NA,NA,NA,NA,NA,All Grades,Charles County,private,private,61.349999999999994,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24003,00580067,Annapolis Area Christian School,2,17,109 BURNS CROSSING RD,SEVERN,003,MD,24,21144,4105195300,175,7.16,Yes,NA,12,32,38,39,27,63,46,88,72,63,110,111,108,102,911,899,1,29,18,235,579,2,35,85.6,1,1,3,2,4,0.11,3.22,2,26.14,64.4,0.22,3.89,10.5,8,ANNE ARUNDEL,Association of Christian Schools International (ACSI),Christian Schools International (CSI),Other school association(s),NA,NA,NA,NA,NA,All Grades,Anne Arundel County,private,private,32.36,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24005,AA001396,St Pauls Lutheran School,2,13,12022 JERUSALEM RD,KINGSVILLE,005,MD,24,21087,4105928100,176,5.75,Yes,NA,33,15,10,18,14,18,8,16,23,7,NA,NA,NA,NA,162,129,0,3,1,6,110,0,9,11.8,1,1,1,2,4,0,2.32,0.77,4.65,85.27,0,6.97,10.93,20,BALTIMORE,Other religious school associations,NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore County,private,private,12.39,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24037,A0901718,Little Flower School,2,13,20410 POINT LOOKOUT RD,GREAT MILLS,037,MD,24,20634,3019940404,181,7,Yes,NA,34,11,20,13,16,10,15,14,13,6,NA,NA,NA,NA,152,118,0,6,3,4,105,0,0,10.5,1,1,1,1,4,0,5.08,2.54,3.38,88.98,0,0,11.23,1,ST. MARY'S,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,St.Mary's County,private,private,5.92,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24045,A9103272,Salisbury Mennonite School,6,15,31612 ZION RD,PARSONSBURG,045,MD,24,21849,4107497932,178,6.5,Yes,NA,NA,NA,3,2,2,2,6,2,3,4,1,3,NA,NA,28,28,0,0,0,0,28,0,0,3,1,1,3,2,4,0,0,0,0,100,0,0,9.33,24,WICOMICO,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Wicomico County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24025,02031401,Bethel Christian Academy,2,17,21 N EARLTON RD EXT,HAVRE DE GRACE,025,MD,24,21078,4109394060,170,6,Yes,NA,5,3,2,4,2,2,NA,1,1,1,NA,3,NA,1,25,20,0,0,1,3,12,0,4,4.3,1,1,3,2,4,0,0,5,15,60,0,20,4.65,26,HARFORD,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Harford County,private,private,40,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24037,A1101237,Westham Amish Parochial School,6,12,28379 THOMPSON CORNER RD,MECHANICSVILLE,037,MD,24,20659,NA,180,6.5,Yes,NA,NA,NA,5,6,3,4,3,1,6,NA,NA,NA,NA,NA,28,28,0,0,0,0,28,0,0,1,1,1,1,2,4,0,0,0,0,100,0,0,28,3,ST. MARY'S,Association Montessori International (AMI),NA,NA,NA,NA,NA,NA,NA,ES/MS,St.Mary's County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24005,02030871,Villa Maria School,3,13,2300 DULANEY VALLEY RD,TIMONIUM,005,MD,24,21050,4102526343,215,6,Yes,NA,NA,1,NA,5,2,6,12,19,15,15,NA,NA,NA,NA,75,75,0,0,2,50,16,0,7,15.3,1,4,1,3,4,0,0,2.66,66.66,21.33,0,9.33,4.9,30,BALTIMORE,State or regional independent school association,NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore County,private,private,78.64999999999999,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24025,A1501845,Great Commission Christian Academy,2,8,3 N EARLTON RD EXT,HAVRE DE GRACE,025,MD,24,21078,4109392231,175,6.5,Yes,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,0,0,2,0,0,2,1,1,1,2,4,0,0,0,0,100,0,0,1,12,HARFORD,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Harford County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24045,00581435,The Salisbury School,2,17,6279 HOBBS RD,SALISBURY,045,MD,24,21804,4107424464,174,7,Yes,NA,27,25,17,17,23,17,21,26,29,32,31,19,30,35,349,322,0,26,5,3,288,0,0,51.5,1,1,3,3,4,0,8.07,1.55,0.93,89.44,0,0,6.25,30,WICOMICO,National Association of Independent Schools (NAIS),Other school association(s),NA,NA,NA,NA,NA,NA,All Grades,Wicomico County,private,private,2.48,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24021,A9902217,Friends Meeting School,3,17,3232 GREEN VALLEY RD,IJAMSVILLE,021,MD,24,21754,3017980288,176,7.5,Yes,NA,NA,6,5,6,3,5,10,7,11,4,8,10,6,5,86,86,0,3,4,6,73,0,0,13.6,1,1,3,2,4,0,3.48,4.65,6.97,84.88,0,0,6.32,15,FREDERICK,Friends Council on Education (FCE),Other school association(s),NA,NA,NA,NA,NA,NA,All Grades,Frederick County,private,private,11.620000000000001,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24005,00579517,Open Bible Christian Academy,2,17,13 OPEN BIBLE WAY,KINGSVILLE,005,MD,24,21087,4105939940,180,7,Yes,NA,17,8,11,8,7,6,7,12,13,8,12,9,10,12,140,123,0,4,22,15,76,0,6,15.3,1,1,3,2,4,0,3.25,17.88,12.19,61.78,0,4.87,8.03,8,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore County,private,private,34.94,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24009,01934095,The Calverton School,2,17,300 CALVERTON SCHOOL RD,HUNTINGTOWN,009,MD,24,20639,4105350216,175,7.16,Yes,NA,12,9,13,11,7,15,11,20,14,25,23,25,39,35,259,247,0,32,11,42,146,0,16,32.6,1,1,3,3,4,0,12.95,4.45,17,59.1,0,6.47,7.57,30,CALVERT,National Association of Independent Schools (NAIS),NA,NA,NA,NA,NA,NA,NA,All Grades,Calvert County,private,private,27.919999999999998,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24027,A0104002,Glenwood Country Day School,2,3,14785 BUSHY PARK RD,WOODBINE,027,MD,24,21797,4104895203,170,7,Yes,NA,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,6,0,0,0,0,6,0,0,7,1,7,1,3,4,0,0,0,0,100,0,0,0.85,30,HOWARD,National Association for the Education of Young Children (NAEYC),NA,NA,NA,NA,NA,NA,NA,ES,Howard County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24037,A9303236,Loveville Mennonite School,6,13,25150 DOVE POINT LN,LEONARDTOWN,037,MD,24,20650,3014753084,180,6.75,No,1,NA,NA,6,8,9,7,5,3,5,4,NA,NA,NA,NA,48,48,0,0,0,0,48,0,0,4,1,1,1,2,4,0,0,0,0,100,0,0,12,24,ST. MARY'S,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES/MS,St.Mary's County,private,private,0,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24003,A0501841,Kennedy Krieger At Southern High School,14,17,4400 SOLOMONS ISLAND RD,HARWOOD,003,MD,24,20776,4439237800,180,6.8,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,17,17,0,1,2,2,11,0,1,4,1,4,2,3,4,0,5.88,11.76,11.76,64.7,0,5.88,4.25,30,ANNE ARUNDEL,National Association of Private Special Education Centers (NAPSEC),Other special emphasis association(s),NA,NA,NA,NA,NA,NA,HS,Anne Arundel County,private,private,29.4,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24031,A9103175,Seneca Academy,2,10,15601 GERMANTOWN RD,DARNESTOWN,031,MD,24,20874,3018693728,175,6.5,Yes,NA,85,11,11,9,10,10,6,NA,NA,NA,NA,NA,NA,NA,142,57,0,13,0,5,33,0,6,8,1,1,1,3,4,0,22.8,0,8.77,57.89,0,10.52,7.12,30,MONTGOMERY,Other special emphasis association(s),State or regional independent school association,NA,NA,NA,NA,NA,NA,ES,Montgomery County,private,private,19.29,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
41,24037,01604555,Mother Catherine Academy,2,13,38833 CHAPTICO RD,MECHANICSVILLE,037,MD,24,20659,3018843165,180,7.5,Yes,NA,33,9,14,13,14,11,15,10,14,20,NA,NA,NA,NA,153,120,0,3,5,4,106,0,2,13.4,1,1,1,1,4,0,2.5,4.16,3.33,88.33,0,1.66,8.95,1,ST. MARY'S,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,St.Mary's County,private,private,9.15,Rural fringe,Rural: Fringe,"Census-defined rural territory that is less than or equal to 5 miles from an urbanized area, as well as rural territory that is less than or equal to 2.5 miles from an urban cluster.",Open
