pss_locale,county_code,school_id,school_name,lo_grade,hi_grade,street,city,pss_county_fips,state,pss_fips,zip,pss_phone,pss_sch_days,pss_stu_day_hrs,pss_library,pss_enroll_ug,pss_enroll_pk,pss_enroll_k,pss_enroll_1,pss_enroll_2,pss_enroll_3,pss_enroll_4,pss_enroll_5,pss_enroll_6,pss_enroll_7,pss_enroll_8,pss_enroll_9,pss_enroll_10,pss_enroll_11,pss_enroll_12,enrollment,pss_enroll_tk12,pss_race_ai,pss_race_as,pss_race_h,pss_race_b,pss_race_w,pss_race_p,pss_race_2,teachers_fte,pss_coed,pss_type,pss_level,pss_relig,pss_comm_type,pss_indian_pct,pss_asian_pct,pss_hisp_pct,pss_black_pct,pss_white_pct,pss_pacisl_pct,pss_twomore_pct,pss_stdtch_rt,pss_orient,pss_county_name,pss_assoc_1,pss_assoc_2,pss_assoc_3,pss_assoc_4,pss_assoc_5,pss_assoc_6,pss_assoc_7,pss_assoc_8,grade_band,county_name,school_type,school_type_detail,pvt_pct_nonwhite,locale_label,locale_type,definition,school_status
11,24510,A9502014,A Child S Place,2,3,4701 N CHARLES ST,BALTIMORE,510,MD,24,21210,4105325399,170,6,Yes,NA,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,5,0,0,0,0,4,0,1,1,1,7,1,1,1,0,0,0,0,80,0,20,5,1,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,20,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1501896,The Community School,14,17,337 W 30TH ST,BALTIMORE,510,MD,24,21211,4104674920,175,8.83,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,4,20,20,0,0,4,3,13,0,0,2.3,1,3,2,3,1,0,0,20,15,65,0,0,8.69,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,35,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00580103,Gilman School,3,17,5407 ROLAND AVE,BALTIMORE,510,MD,24,21210,4103233800,176,8,Yes,NA,NA,59,39,42,41,53,52,79,76,86,124,127,116,117,1011,1011,1,132,13,124,689,0,52,144.8,3,1,3,3,1,0.09,13.05,1.28,12.26,68.15,0,5.14,6.98,30,BALTIMORE,National Association of Independent Schools (NAIS),NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,18.77,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578309,Mercy High School,14,17,1300 E NORTHERN PKWY,BALTIMORE,510,MD,24,21239,4104338880,174,7.91,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,88,73,84,326,326,0,10,11,109,185,0,11,26.1,2,1,2,1,1,0,3.06,3.37,33.43,56.74,0,3.37,12.49,1,BALTIMORE,State or regional independent school association,Other school association(s),NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,40.169999999999995,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1101178,Cheder Chabad,2,13,5713B PARK HEIGHTS AVE,BALTIMORE,510,MD,24,21215,4105851498,182,8.5,No,NA,65,24,23,16,21,7,19,6,7,6,NA,NA,NA,NA,194,129,0,0,0,0,129,0,0,18.3,1,1,1,2,1,0,0,0,0,100,0,0,7.04,18,BALTIMORE,Other religious school associations,NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,0,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1701981,Tong Le Montessori School,2,3,805 E FAYETTE ST,BALTIMORE,510,MD,24,21202,4109291628,200,7,Yes,NA,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0,1,0,0,0,0,0,1,1,2,1,3,1,0,100,0,0,0,0,0,1,30,BALTIMORE,Other Montessori association(s),NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,0,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1501793,Baltimore Montessori,2,3,1530 E FORT AVE,BALTIMORE,510,MD,24,21230,4106857116,200,7.5,No,NA,60,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,5,0,0,0,0,5,0,0,3,1,2,1,3,1,0,0,0,0,100,0,0,1.66,30,BALTIMORE,Other Montessori association(s),NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,0,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578808,School Of The Cathedral Mary Our Queen,3,13,111 AMBERLY WAY,BALTIMORE,510,MD,24,21210,4104644100,180,6.75,Yes,NA,NA,44,40,45,49,56,50,34,30,33,NA,NA,NA,NA,381,381,0,5,10,33,323,0,10,32.1,1,1,1,1,1,0,1.31,2.62,8.66,84.77,0,2.62,11.86,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,13.900000000000002,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578411,Mount Saint Joseph High School,14,17,4403 FREDERICK AVE,BALTIMORE,510,MD,24,21229,4106443300,180,6.5,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,240,217,202,922,922,3,25,14,187,678,2,13,80.3,3,1,2,2,1,0.32,2.71,1.51,20.28,73.53,0.21,1.4,11.48,2,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,23.72,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1501839,Gods Little Cherubs Elementary School,6,7,5300 GWYNN OAK AVE,BALTIMORE,510,MD,24,21207,4433160079,180,7,Yes,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,4,0,0,0,2.9,1,1,1,2,1,0,0,0,100,0,0,0,1.37,8,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,100,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578207,Holy Angels Catholic School,2,13,1201 S CATON AVE,BALTIMORE,510,MD,24,21227,4436023200,181,7,Yes,NA,18,22,25,18,24,20,19,15,22,20,NA,NA,NA,NA,203,185,0,0,2,173,3,0,7,9,1,1,1,1,1,0,0,1.08,93.51,1.62,0,3.78,20.55,1,BALTIMORE,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,98.37,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A9502072,The Greenmount School,3,13,501 W 30TH ST,BALTIMORE,510,MD,24,21211,4102456295,175,6.5,Yes,NA,NA,12,13,12,11,13,14,12,14,14,NA,NA,NA,NA,115,115,0,7,3,6,82,0,17,12.5,1,1,1,3,1,0,6.08,2.6,5.21,71.3,0,14.78,9.2,30,BALTIMORE,State or regional independent school association,NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,22.59,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,K9302966,Govans Presbyterian Preschool,2,3,5826 YORK RD,BALTIMORE,510,MD,24,21212,4104358189,175,5.75,Yes,NA,105,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,3,0,0,0,2,1,0,0,1.4,1,6,1,3,1,0,0,0,66.66,33.33,0,0,2.14,30,BALTIMORE,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,66.66,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A0301713,Bnos Yisroel,2,17,6300 PARK HEIGHTS AVE,BALTIMORE,510,MD,24,21215,4435243200,170,7,Yes,NA,57,39,26,42,39,36,37,40,37,29,38,34,39,25,518,461,0,3,0,0,458,0,0,39.3,2,1,3,2,1,0,0.65,0,0,99.34,0,0,11.73,18,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,0,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A9502118,Mother Seton Academy,11,13,2215 GREENMOUNT AVE,BALTIMORE,510,MD,24,21218,4105632833,195,9.5,Yes,NA,NA,NA,NA,NA,NA,NA,NA,26,22,24,NA,NA,NA,NA,72,72,0,0,10,62,0,0,0,11.3,1,1,1,1,1,0,0,13.88,86.11,0,0,0,6.37,1,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,MS,Baltimore City,private,private,99.99,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,K9302975,First English Lutheran Preschool & Kindergarten,2,3,3807 N CHARLES ST,BALTIMORE,510,MD,24,21218,4102355087,155,5.5,Yes,NA,88,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,17,0,0,0,1,12,0,4,14,1,7,1,2,1,0,0,0,5.88,70.58,0,23.52,1.21,23,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,29.4,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578364,Archbishop Borders School,2,13,3500 FOSTER AVE,BALTIMORE,510,MD,24,21224,4102766534,180,7,Yes,NA,38,22,24,24,15,18,29,18,12,15,NA,NA,NA,NA,215,177,0,0,119,43,13,0,2,12.6,1,3,1,1,1,0,0,67.23,24.29,7.34,0,1.12,14.04,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,92.64000000000001,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578116,Archbishop Curley High School,14,17,3701 SINCLAIR LN,BALTIMORE,510,MD,24,21213,4104855000,175,6.41,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,154,127,134,574,574,0,15,16,153,375,4,11,43.3,3,1,2,1,1,0,2.61,2.78,26.65,65.33,0.69,1.91,13.25,1,BALTIMORE,Other school association(s),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,32.03,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A9303057,Community Initiatives Academy,2,17,1001 N CAROLINE ST,BALTIMORE,510,MD,24,21205,4103632818,170,5,Yes,2,11,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,16,5,0,0,0,5,0,0,0,1.1,1,6,3,2,1,0,0,0,100,0,0,0,4.54,8,BALTIMORE,Accelerated Christian Education (ACE),NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,100,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1301561,Hampden Christian School,3,13,1234 W 36TH ST,BALTIMORE,510,MD,24,21211,4103382889,170,6.5,Yes,NA,NA,8,3,2,NA,4,NA,3,1,1,NA,NA,NA,NA,22,22,0,0,0,0,22,0,0,3.6,1,1,1,2,1,0,0,0,0,100,0,0,6.11,24,BALTIMORE,Association of Christian Schools International (ACSI),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,0,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,K9302960,Grace United Methodist Preschool,2,3,5407 N CHARLES ST,BALTIMORE,510,MD,24,21210,4105322235,168,5,No,NA,75,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,11,0,0,0,0,11,0,0,1,1,7,1,2,1,0,0,0,0,100,0,0,11,25,BALTIMORE,National Association for the Education of Young Children (NAEYC),State or regional independent school association,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,0,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00577655,St Elizabeth School,7,17,801 ARGONNE DR,BALTIMORE,510,MD,24,21218,4108895054,199,6.33,Yes,NA,NA,NA,NA,1,2,3,5,8,12,17,20,8,18,27,121,121,0,5,3,31,82,0,0,25,1,4,3,3,1,0,4.13,2.47,25.61,67.76,0,0,4.84,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,28.08,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1501851,International Connections Academy,3,17,1001 FLEET ST FL 5,BALTIMORE,510,MD,24,21202,8884402899,180,7,No,NA,NA,6,11,14,15,26,36,54,55,69,95,97,123,112,713,713,NA,NA,NA,NA,NA,NA,NA,35.1,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,20.31,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,NA,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1701897,Arts & Ideas Sudbury School,1,1,4915 HOLDER AVE,BALTIMORE,510,MD,24,21214,4104260001,170,9.5,Yes,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,2,4,1,4,50,0,7,NA,1,7,3,3,1,2.94,5.88,1.47,5.88,73.52,0,10.29,NA,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,UG,Baltimore City,private,private,20.58,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A0701194,Greater Youth Christian Academy,2,13,200 N BENTALOU ST,BALTIMORE,510,MD,24,21223,4109457300,180,6.5,Yes,NA,42,12,3,3,3,3,3,5,2,3,NA,NA,NA,NA,79,37,0,0,0,37,0,0,0,5,1,1,1,2,1,0,0,0,100,0,0,0,7.4,8,BALTIMORE,Accelerated Christian Education (ACE),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,100,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1301585,New Century School The,2,13,724 S ANN ST,BALTIMORE,510,MD,24,21231,4109294116,181,8,No,NA,45,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,8.8,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,NA,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578852,St Francis Of Assisi School,2,13,3617 HARFORD RD,BALTIMORE,510,MD,24,21218,4104671683,175,6.83,Yes,NA,66,28,25,22,22,19,19,23,17,12,NA,NA,NA,NA,253,187,0,5,1,54,118,0,9,13.1,1,1,1,1,1,0,2.67,0.53,28.87,63.1,0,4.81,14.27,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,34.21,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00581526,The Maryland School For The Blind,2,17,3501 TAYLOR AVE,BALTIMORE,510,MD,24,21236,4104445000,181,6,Yes,153,20,13,6,4,3,3,3,3,1,2,6,7,4,2,230,210,0,7,10,42,146,0,5,40,1,4,3,3,1,0,3.33,4.76,20,69.52,0,2.38,5.25,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,27.139999999999997,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A9502122,New Era Educaiton Inc,2,3,4200 EDMONDSON AVE 205,BALTIMORE,510,MD,24,21229,4434386832,178,8,Yes,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,0,0,0,1,0,0,0,1,1,7,1,3,1,0,0,0,100,0,0,0,1,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,100,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A0740061,Calvert School,2,13,105 TUSCANY RD,BALTIMORE,510,MD,24,21210,4102436054,175,7.83,Yes,NA,63,122,64,63,57,57,57,54,57,62,NA,NA,NA,NA,656,593,0,23,11,53,455,0,51,73.8,1,1,1,3,1,0,3.87,1.85,8.93,76.72,0,8.6,8.03,30,BALTIMORE,National Association of Independent Schools (NAIS),State or regional independent school association,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,19.38,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00581231,Baltimore Junior Academy,2,13,3006 W COLD SPRING LN,BALTIMORE,510,MD,24,21215,4105426758,180,7,No,NA,6,12,15,5,11,11,6,9,2,7,NA,NA,NA,NA,84,78,0,0,0,78,0,0,0,6,1,1,1,2,1,0,0,0,100,0,0,0,13,28,BALTIMORE,General Conference of the Seventh-Day Adventist Church (GCSDAC),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,100,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A0501795,Baltimore Lab School,6,17,2220 SAINT PAUL ST,BALTIMORE,510,MD,24,21218,4102615500,180,7.25,Yes,NA,NA,NA,2,1,4,11,8,24,10,11,23,16,18,9,137,137,0,5,6,24,95,0,7,36,1,4,3,3,1,0,3.64,4.37,17.51,69.34,0,5.1,3.8,30,BALTIMORE,State or regional independent school association,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,26.980000000000004,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1701975,St Frances Outreach Center,14,17,1026 BRENTWOOD AVE,BALTIMORE,510,MD,24,21202,4105395794,173,7.5,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,43,27,35,172,172,0,0,4,159,9,0,0,19.6,1,1,2,1,1,0,0,2.32,92.44,5.23,0,0,8.77,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,94.75999999999999,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1301528,Baltimore School Canton The,2,3,1001 S POTOMAC ST,BALTIMORE,510,MD,24,21224,4103427116,205,6.5,No,NA,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,0,1,1,0,3,0,0,3,1,2,1,3,1,0,20,20,0,60,0,0,1.66,30,BALTIMORE,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,20,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1301616,The Auburn School Baltimore,3,13,7401 PARK HEIGHTS AVE,PIKESVILLE,510,MD,24,21208,4106170418,180,6.75,Yes,NA,NA,8,5,6,4,3,10,5,3,8,NA,NA,NA,NA,52,52,0,3,0,9,30,0,10,10,1,4,1,3,1,0,5.76,0,17.3,57.69,0,19.23,5.2,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,36.53,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578783,St Frances Academy,14,17,501 E CHASE ST,BALTIMORE,510,MD,24,21202,4105395794,174,7,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,52,14,36,164,164,0,0,3,157,4,0,0,17.5,1,1,2,1,1,0,0,1.82,95.73,2.43,0,0,9.37,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,97.55,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A9502146,St Ignatius Loyola Academy,10,13,300 E GITTINGS ST,BALTIMORE,510,MD,24,21230,4105398021,203,9.5,Yes,NA,NA,NA,NA,NA,NA,NA,30,30,30,23,NA,NA,NA,NA,113,113,0,1,2,108,1,0,1,14.1,3,1,1,1,1,0,0.88,1.76,95.57,0.88,0,0.88,8.01,1,BALTIMORE,Other religious school associations,NA,NA,NA,NA,NA,NA,NA,MS,Baltimore City,private,private,98.21,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00579721,Roland Park Country School,2,17,5204 ROLAND AVE,BALTIMORE,510,MD,24,21210,4439343896,178,7.75,Yes,NA,23,19,21,19,22,23,35,33,42,34,63,87,74,85,580,557,1,32,9,100,397,0,18,84.9,2,1,3,3,1,0.17,5.74,1.61,17.95,71.27,0,3.23,6.56,30,BALTIMORE,National Coalition of Girls' Schools (NCGS),National Association of Independent Schools (NAIS),State or regional independent school association,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,22.96,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00579561,The Wilkesschool At Grace And St. Peter's,2,10,707 PARK AVE,BALTIMORE,510,MD,24,21201,4105391395,174,7.33,No,NA,12,7,3,4,5,9,5,NA,NA,NA,NA,NA,NA,NA,45,33,0,1,0,7,17,0,8,9.4,1,1,1,1,1,0,3.03,0,21.21,51.51,0,24.24,3.51,1,BALTIMORE,Other school association(s),NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,45.45,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00580238,The Bryn Mawr School,2,17,109 W MELROSE AVE,BALTIMORE,510,MD,24,21210,4103238800,180,6.66,Yes,NA,99,32,29,32,35,29,41,56,46,57,78,79,82,80,775,676,3,77,8,108,411,6,63,84.1,2,1,3,3,1,0.44,11.39,1.18,15.97,60.79,0.88,9.31,8.03,30,BALTIMORE,National Coalition of Girls' Schools (NCGS),Other special emphasis association(s),National Association of Independent Schools (NAIS),State or regional independent school association,Other school association(s),NA,NA,NA,All Grades,Baltimore City,private,private,27.78,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,01650488,St James & John School,2,13,1012 SOMERSET ST,BALTIMORE,510,MD,24,21202,4103423222,180,7.5,Yes,NA,43,20,18,21,25,22,17,13,22,18,NA,NA,NA,NA,219,176,0,0,0,175,1,0,0,11,1,1,1,1,1,0,0,0,99.43,0.56,0,0,16,1,BALTIMORE,National Catholic Educational Association (NCEA),Other school association(s),NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,99.43,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,BB161235,St James & John Catolic School,2,13,1012 SOMERSET ST,BALTIMORE,510,MD,24,21202,4103423222,180,6.5,Yes,NA,42,27,17,22,25,25,17,14,22,17,NA,NA,NA,NA,228,186,0,0,0,183,2,1,0,9,1,1,1,1,1,0,0,0,98.38,1.07,0.53,0,20.66,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,98.91,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A0104013,Mount Clare Christian School,7,16,320 S VINCENT ST,BALTIMORE,510,MD,24,21223,4109475981,179,6,Yes,NA,NA,NA,NA,3,4,3,1,6,2,5,4,5,3,NA,36,36,0,0,6,7,19,0,4,6.8,1,1,3,2,1,0,0,16.66,19.44,52.77,0,11.11,5.29,24,BALTIMORE,Accelerated Christian Education (ACE),NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,47.21,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A0901656,Cristo Rey Jesuit High School,14,17,420 S CHESTER ST,BALTIMORE,510,MD,24,21231,4107273255,182,7.58,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,87,77,65,330,330,0,1,72,232,2,0,23,22.6,1,1,2,1,1,0,0.3,21.81,70.3,0.6,0,6.96,14.6,1,BALTIMORE,Jesuit Secondary Education Association (JSEA),NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,99.07,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,00578932,Cardinal Shehan School,2,13,5407 LOCH RAVEN BLVD,BALTIMORE,510,MD,24,21239,4104332775,181,6,Yes,NA,47,38,40,30,30,4,44,40,46,48,NA,NA,NA,NA,367,320,0,0,0,320,0,0,0,24.8,1,1,1,1,1,0,0,0,100,0,0,0,12.9,1,BALTIMORE,National Catholic Educational Association (NCEA),NA,NA,NA,NA,NA,NA,NA,ES/MS,Baltimore City,private,private,100,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1101207,Kennedy Krieger School Greenspring Campus,13,17,3825 GREENSPRING AVE,BALTIMORE,510,MD,24,21211,4439237800,199,6,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,37,58,47,181,181,0,10,4,83,83,0,1,32,1,4,2,3,1,0,5.52,2.2,45.85,45.85,0,0.55,5.65,30,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,48.6,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A0901736,New Spiritual Foundation Christian Academy,14,17,2626 E FEDERAL ST 2ND FL,BALTIMORE,510,MD,24,21213,4439834008,244,7,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,21,24,63,63,0,0,3,57,3,0,0,6.6,1,1,2,2,1,0,0,4.76,90.47,4.76,0,0,9.54,8,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,HS,Baltimore City,private,private,95.23,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,A1701930,Islamic Community School,6,17,1335 W N AVE,BALTIMORE,510,MD,24,21217,4104622021,180,4.5,Yes,NA,NA,NA,2,5,4,4,6,2,1,2,3,4,NA,3,36,36,0,0,0,31,0,0,5,4.4,1,1,3,2,1,0,0,0,86.11,0,0,13.88,8.18,17,BALTIMORE,School does not belong to ANY associations or organizations,NA,NA,NA,NA,NA,NA,NA,All Grades,Baltimore City,private,private,99.99,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
11,24510,K9302959,Church Of The Redeemer Parish Day School,2,5,5603 N CHARLES ST,BALTIMORE,510,MD,24,21210,4104359510,173,6,Yes,NA,94,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,21,0,0,2,1,17,0,1,4.1,1,6,1,2,1,0,0,9.52,4.76,80.95,0,4.76,5.12,14,BALTIMORE,National Association of Episcopal Schools (NAES),NA,NA,NA,NA,NA,NA,NA,ES,Baltimore City,private,private,19.04,City large,City: Large,"Territory inside an urbanized area and inside a principal city with population of 250,000 or more.",Open
