"","school_id","name","school_type","school_type_detail","grade_band","county","locale_code","pvt_pct_nonwhite","enrollment","teacher_fte"
"1502","240057001202","Deal Island School","public","public","ES","SOMERSET","42",NA,"137","9"
"1503","240057001203","Ewell School","public","public","ES/MS","SOMERSET","42",NA,"6","<U+0096>"
"1504","240057001213","Washington Academy and High School","public","public","HS","SOMERSET","41",NA,"576","40"
"1505","240057001377","Somerset 6/7 Intermediate School","public","public","MS","SOMERSET","42",NA,"403","36"
"1506","240057001535","Carter G Woodson Elementary","public","public","ES","SOMERSET","32",NA,"550","40"
"1507","240057001742","Princess Anne Elementary School","public","public","ES","SOMERSET","31",NA,"372","29"
"1508","240057001743","Greenwood Elementary School","public","public","ES","SOMERSET","31",NA,"486","38"
"1509","240060001079","Dr. James A. Forrest Career and Technology Center","public","public","UG","ST. MARY'S","41",NA,"0","25"
"1510","240060001216","Benjamin Banneker Elementary","public","public","ES","ST. MARY'S","41",NA,"642","43.6"
"1511","240060001218","Chopticon High","public","public","HS","ST. MARY'S","42",NA,"1679","75"
"1512","240060001219","Dynard Elementary","public","public","ES","ST. MARY'S","42",NA,"449","26.1"
"1513","240060001220","Esperanza Middle","public","public","MS","ST. MARY'S","13",NA,"893","52"
"1514","240060001221","Green Holly Elementary School","public","public","ES","ST. MARY'S","13",NA,"551","40.2"
"1515","240060001224","Great Mills High","public","public","HS","ST. MARY'S","23",NA,"1682","85.2"
"1516","240060001226","Greenview Knolls Elementary","public","public","ES","ST. MARY'S","13",NA,"425","26.5"
"1517","240060001227","Hollywood Elementary","public","public","ES","ST. MARY'S","23",NA,"488","30.35"
"1518","240060001228","Leonardtown Elementary","public","public","ES","ST. MARY'S","31",NA,"465","28.15"
"1519","240060001229","Leonardtown Middle","public","public","MS","ST. MARY'S","41",NA,"1054","56.6"
"1520","240060001230","Lexington Park Elementary","public","public","ES","ST. MARY'S","13",NA,"519","33.6"
"1521","240060001231","Margaret Brent Middle","public","public","MS","ST. MARY'S","41",NA,"999","55.1"
"1522","240060001232","Mechanicsville Elementary","public","public","ES","ST. MARY'S","41",NA,"304","21.35"
"1523","240060001233","Oakville Elementary","public","public","ES","ST. MARY'S","42",NA,"268","17.05"
"1524","240060001234","Park Hall Elementary","public","public","ES","ST. MARY'S","23",NA,"580","39.4"
"1525","240060001235","Piney Point Elementary","public","public","ES","ST. MARY'S","41",NA,"435","25.95"
"1526","240060001236","Ridge Elementary","public","public","ES","ST. MARY'S","42",NA,"257","17"
"1527","240060001237","Spring Ridge Middle","public","public","MS","ST. MARY'S","41",NA,"1026","61.9"
"1528","240060001239","Town Creek Elementary","public","public","ES","ST. MARY'S","13",NA,"222","15.4"
"1529","240060001240","White Marsh Elementary","public","public","ES","ST. MARY'S","41",NA,"261","15.4"
"1530","240060001356","Leonardtown High","public","public","HS","ST. MARY'S","41",NA,"1796","87.3"
"1531","240060001399","Lettie Marshall Dent Elem","public","public","ES","ST. MARY'S","41",NA,"595","32.1"
"1532","240060001483","George Washington Carver Elementary","public","public","ES","ST. MARY'S","23",NA,"623","41.75"
"1533","240060001639","Chesapeake Charter School","public","charter","ES/MS","ST. MARY'S","23",NA,"440","32"
"1534","240060001685","Evergreen Elementary School","public","public","ES","ST. MARY'S","23",NA,"769","41.3"
"1535","240060001732","Captain Walter Francis Duke Elementary","public","public","ES","ST. MARY'S","41",NA,"577","34.6"
"1536","240060001745","St. Mary's County Evening High","public","public","UG","ST. MARY'S","23",NA,"0","0"
"1537","240063001241","Chapel District Elementary","public","public","ES","TALBOT","42",NA,"383","26.06"
"1538","240063001242","Easton High","public","public","HS","TALBOT","32",NA,"1196","69"
"1539","240063001243","Easton Middle","public","public","MS","TALBOT","32",NA,"827","46.5"
"1540","240063001244","Easton Elementary","public","public","ES","TALBOT","32",NA,"1064","82.93"
"1541","240063001247","St. Michaels Elementary","public","public","ES","TALBOT","42",NA,"298","22.2"
"1542","240063001248","St. Michaels Middle/High School","public","public","MS/HS","TALBOT","42",NA,"420","36.1"
"1543","240063001250","Tilghman Elementary","public","public","ES","TALBOT","42",NA,"103","8.85"
"1544","240063001252","White Marsh Elementary","public","public","ES","TALBOT","42",NA,"383","25.06"
"1545","240066000308","Washington County Technical High","public","public","HS","WASHINGTON","22",NA,"596","35"
"1546","240066000418","Eastern Elementary","public","public","ES","WASHINGTON","22",NA,"439","31"
"1547","240066000752","Paramount Elementary","public","public","ES","WASHINGTON","22",NA,"425","23"
"1548","240066001086","Evening High School","public","public","UG","WASHINGTON","13",NA,"0","0"
"1549","240066001253","Bester Elementary","public","public","ES","WASHINGTON","13",NA,"614","40"
"1550","240066001254","Boonsboro Elementary","public","magnet","ES","WASHINGTON","22",NA,"579","31.1"
"1551","240066001255","Boonsboro Middle","public","magnet","MS","WASHINGTON","22",NA,"752","44.96"
"1552","240066001256","Boonsboro High","public","public","HS","WASHINGTON","22",NA,"941","52.4"
"1553","240066001258","Cascade Elementary","public","public","ES","WASHINGTON","31",NA,"164","8"
"1554","240066001259","Clear Spring Elementary","public","public","ES","WASHINGTON","41",NA,"421","23.5"
"1555","240066001260","Clear Spring High","public","public","HS","WASHINGTON","41",NA,"462","31.6"
"1556","240066001261","Clear Spring Middle","public","public","MS","WASHINGTON","41",NA,"348","26.32"
"1557","240066001263","E. Russell Hicks Middle","public","magnet","MS","WASHINGTON","13",NA,"820","49.22"
"1558","240066001264","Emma K. Doub Elementary","public","magnet","ES","WASHINGTON","13",NA,"342","21.5"
"1559","240066001265","Fountain Rock Elementary","public","public","ES","WASHINGTON","41",NA,"254","17"
"1560","240066001266","Fountaindale Elementary","public","magnet","ES","WASHINGTON","13",NA,"390","26.3"
"1561","240066001268","Greenbrier Elementary","public","public","ES","WASHINGTON","22",NA,"214","14.46"
"1562","240066001269","Hancock Elementary","public","public","ES","WASHINGTON","42",NA,"237","18"
"1563","240066001270","Hancock Middle Senior High","public","public","MS/HS","WASHINGTON","42",NA,"254","27.34"
"1564","240066001271","Hickory Elementary","public","public","ES","WASHINGTON","22",NA,"312","19"
"1565","240066001273","Lincolnshire Elementary","public","public","ES","WASHINGTON","22",NA,"545","39"
"1566","240066001274","Maugansville Elementary","public","public","ES","WASHINGTON","22",NA,"695","44.8"
"1567","240066001275","North Hagerstown High","public","magnet","HS","WASHINGTON","13",NA,"1338","75"
"1568","240066001276","Northern Middle","public","public","MS","WASHINGTON","13",NA,"730","46.92"
"1569","240066001277","Old Forge Elementary","public","public","ES","WASHINGTON","41",NA,"374","21"
"1570","240066001278","Pangborn Elementary","public","public","ES","WASHINGTON","13",NA,"745","50.1"
"1571","240066001280","Pleasant Valley Elementary","public","public","ES","WASHINGTON","41",NA,"234","13"
"1572","240066001281","Potomac Heights Elementary","public","public","ES","WASHINGTON","22",NA,"296","19.4"
"1573","240066001283","Salem Avenue Elementary","public","public","ES","WASHINGTON","13",NA,"726","43"
"1574","240066001284","Sharpsburg Elementary","public","public","ES","WASHINGTON","31",NA,"251","15"
"1575","240066001285","Smithsburg High","public","public","HS","WASHINGTON","22",NA,"757","44.7"
"1576","240066001286","Smithsburg Elementary","public","public","ES","WASHINGTON","22",NA,"361","21.3"
"1577","240066001287","Smithsburg Middle","public","public","MS","WASHINGTON","22",NA,"629","40.72"
"1578","240066001288","South Hagerstown High","public","magnet","HS","WASHINGTON","13",NA,"1259","79"
"1579","240066001289","Marshall Street School","public","public","All Grades","WASHINGTON","13",NA,"46","13.5"
"1580","240066001290","Springfield Middle","public","magnet","MS","WASHINGTON","22",NA,"839","51.02"
"1581","240066001293","Western Heights Middle","public","magnet","MS","WASHINGTON","13",NA,"970","50.72"
"1582","240066001294","Williamsport Elementary","public","magnet","ES","WASHINGTON","22",NA,"576","32.1"
"1583","240066001295","Williamsport High","public","public","HS","WASHINGTON","22",NA,"898","57.6"
"1584","240066001484","Washington County Job Development Center","public","public","HS","WASHINGTON","13",NA,"32","6"
"1585","240066001667","Rockland Woods Elementary","public","public","ES","WASHINGTON","41",NA,"581","35"
"1586","240066001674","Barbara Ingram School for the Arts","public","magnet","HS","WASHINGTON","13",NA,"297","19.3"
"1587","240066001707","Ruth Ann Monroe Primary","public","public","ES","WASHINGTON","22",NA,"567","37.9"
"1588","240066001740","Jonathan Hager Elementary","public","public","ES","WASHINGTON","13",NA,"371","27"
"1589","240069001088","Wicomico County Evening High","public","public","HS","WICOMICO","23",NA,"77","<U+0096>"
"1590","240069001145","Salisbury Middle","public","public","MS","WICOMICO","23",NA,"760","83"
"1591","240069001149","Westside Intermediate","public","public","ES","WICOMICO","41",NA,"409","28"
"1592","240069001151","Fruitland Primary","public","public","ES","WICOMICO","23",NA,"477","29"
"1593","240069001298","Beaver Run School","public","public","ES","WICOMICO","41",NA,"598","41"
"1594","240069001299","Bennett Middle","public","public","MS","WICOMICO","23",NA,"964","76"
"1595","240069001300","Delmar Elementary","public","public","ES","WICOMICO","23",NA,"875","52"
"1596","240069001301","East Salisbury Elementary","public","public","ES","WICOMICO","13",NA,"464","35"
"1597","240069001303","Fruitland Intermediate","public","public","ES","WICOMICO","23",NA,"431","28"
"1598","240069001304","Glen Avenue School","public","public","ES","WICOMICO","23",NA,"423","33"
"1599","240069001305","James M. Bennett High","public","public","HS","WICOMICO","13",NA,"1567","96"
"1600","240069001306","Mardela Middle & High","public","public","MS/HS","WICOMICO","41",NA,"676","49.7"
"1601","240069001307","North Salisbury Elementary","public","magnet","ES","WICOMICO","13",NA,"472","35"
"1602","240069001308","Northwestern Elementary","public","public","ES","WICOMICO","41",NA,"318","18"
"1603","240069001309","Parkside High","public","public","HS","WICOMICO","13",NA,"1140","101.5"
"1604","240069001310","Pemberton Elementary","public","magnet","ES","WICOMICO","13",NA,"578","42"
"1605","240069001311","Pinehurst Elementary","public","public","ES","WICOMICO","13",NA,"570","48"
"1606","240069001312","Pittsville Elementary & Middle","public","public","MS","WICOMICO","41",NA,"414","36"
"1607","240069001314","Prince Street School","public","public","ES","WICOMICO","13",NA,"761","54"
"1608","240069001315","Charles H. Chipman Elementary","public","public","ES","WICOMICO","13",NA,"276","24.5"
"1609","240069001317","West Salisbury","public","public","ES","WICOMICO","23",NA,"332","23"
"1610","240069001318","Westside Primary","public","public","ES","WICOMICO","41",NA,"211","15"
"1611","240069001319","Wicomico Middle","public","public","MS","WICOMICO","13",NA,"817","67.5"
"1612","240069001320","Wicomico High","public","public","HS","WICOMICO","23",NA,"1039","85"
"1613","240069001322","Willards Elementary","public","public","ES","WICOMICO","42",NA,"300","19"
"1614","240072000880","Stephen Decatur Middle","public","public","MS","WORCESTER","41",NA,"650","53.34"
"1615","240072001091","Worcester Technical High School","public","public","UG","WORCESTER","42",NA,"0","27"
"1616","240072001323","Berlin Intermediate","public","public","ES","WORCESTER","32",NA,"810","61.67"
"1617","240072001325","Buckingham Elementary","public","public","ES","WORCESTER","32",NA,"556","42.5"
"1618","240072001326","Cedar Chapel Special School","public","public","All Grades","WORCESTER","42",NA,"57","12"
"1619","240072001327","Ocean City Elementary","public","public","ES","WORCESTER","32",NA,"600","47"
"1620","240072001328","Pocomoke Elementary","public","public","ES","WORCESTER","32",NA,"400","33.5"
"1621","240072001329","Pocomoke Middle","public","public","MS","WORCESTER","32",NA,"392","44"
"1622","240072001330","Pocomoke High","public","public","HS","WORCESTER","32",NA,"333","34.5"
"1623","240072001332","Snow Hill Elementary","public","public","ES","WORCESTER","42",NA,"378","30.5"
"1624","240072001333","Snow Hill Middle","public","public","MS","WORCESTER","42",NA,"416","40.5"
"1625","240072001334","Snow Hill High","public","public","HS","WORCESTER","42",NA,"322","32"
"1626","240072001335","Stephen Decatur High","public","public","HS","WORCESTER","32",NA,"1363","86"
"1627","240072001498","Showell Elementary","public","public","ES","WORCESTER","41",NA,"533","39.5"
"1628","A0103925","BALTIMORE WHITE MARSH ADVENTIST SCHOOL","private","private","ES/MS","BALTIMORE","21",88,"34","4.4"
"1629","A0103928","BEAVER CREEK CHILDCARE & KINDERGARTEN","private","private","ES","ANNE ARUNDEL","21",40,"108","1.4"
"1630","A0103929","BEDDOW HIGH SCHOOL","private","private","MS/HS","PRINCE GEORGE'S","22",81.81,"11","3.5"
"1631","A0103930","BELAIR BAPTIST CHRISTIAN ACADEMY","private","private","All Grades","PRINCE GEORGE'S","21",84.08,"46","8"
"1632","A0103934","BROOKFIELD CHRISTIAN SCHOOL","private","private","ES","HOWARD","21",33.33,"101","1"
"1633","A0103935","CAMBRIDGE SCHOOL","private","private","ES/MS","BALTIMORE","21",21.8,"110","15.6"
"1634","A0103939","CHESAPEAKE CHRISTIAN SCHOOL","private","private","All Grades","TALBOT","32",20.79,"156","19.9"
"1635","A0103946","COLLEGE PARK NURSERY SCHOOL","private","private","ES","PRINCE GEORGE'S","21",0,"58","0.6"
"1636","A0103964","FRIENDSHIP ADVENTIST SCHOOL","private","private","ES/MS","ANNE ARUNDEL","21",65,"32","3.1"
"1637","A0103965","FRIENDSHIP MENNONITE SCHOOL","private","private","ES/MS","ST. MARY'S","41",0,"29","2"
"1638","A0103981","HOLY TRINITY EPISCOPAL DAY SCHOOL","private","private","ES/MS","PRINCE GEORGE'S","21",96.19,"492","47.9"
"1639","A0103986","THE JEFFERSON SCHOOL AT FINAN CENTER","private","private","MS/HS","ALLEGANY","23",12.49,"56","12"
"1640","A0104002","GLENWOOD COUNTRY DAY SCHOOL","private","private","ES","HOWARD","41",0,"33","7"
"1641","A0104010","MONTESSORI SCHOOL OF WESTMINSTER","private","private","ES","CARROLL","41",23.75,"124","8"
"1642","A0104013","MOUNT CLARE CHRISTIAN SCHOOL","private","private","All Grades","BALTIMORE","11",47.21,"36","6.8"
"1643","A0104017","NEW CHAPEL CHRISTIAN ACADEMY","private","private","ES","PRINCE GEORGE'S","21",100,"175","7.3"
"1644","A0104029","PRIMARY MONTESSORI DAY SCHOOL","private","private","ES","MONTGOMERY","21",10,"82","4"
"1645","A0104039","ROSEDALE BAPTIST SCHOOL","private","private","All Grades","BALTIMORE","21",50.97,"546","29.6"
"1646","A0104043","SHABACH! CHRISTIAN ACADEMY","private","private","ES/MS","PRINCE GEORGE'S","21",99.99,"266","15.6"
"1647","A0104049","ST STEPHENS CLASSICAL CHRISTIAN ACADEMY","private","private","ES/MS","CARROLL","23",40.21,"96","10.6"
"1648","A0104050","ST THOMAS MORE ACADEMY","private","private","ES/MS","FREDERICK","22",NA,"77",NA
"1649","A0104051","ST JAMES' CHILDREN'S SCHOOL","private","private","ES","MONTGOMERY","21",0,"68","1"
"1650","A0104052","STEPPING STONES LEARNING ACADEMY","private","private","All Grades","WICOMICO","23",27.76,"119","12.4"
"1651","A0104054","SCHOOL OF THE INCARNATION","private","private","ES/MS","ANNE ARUNDEL","21",20.99,"788","49"
"1652","A0301710","BRIDGES MONTESSORI","private","private","ES","BALTIMORE","21",8.33,"48","3"
"1653","A0301711","BAIS HAMEDRASH & MESIVTA OF BALTIMORE","private","private","HS","BALTIMORE","21",0,"97","5.3"
"1654","A0301713","BNOS YISROEL","private","private","All Grades","BALTIMORE","11",0,"518","39.3"
"1655","A0301716","CARROLL LUTHERAN SCHOOL","private","private","ES/MS","CARROLL","23",4.41,"68","10.6"
"1656","A0301727","LIFE SOURCE CHRISTIAN SCHOOL","private","private","ES","BALTIMORE","21",100,"10","1"
"1657","A0301749","MONTESSORI MANOR","private","private","ES/MS","BALTIMORE","21",9.09,"57","4"
"1658","A0301756","NEW COVENANT CHRISTIAN SCHOOL","private","private","All Grades","HARFORD","22",16.21,"180","17"
"1659","A0301769","THE GODDARD SCHOOL OF FREDERICK","private","private","ES","FREDERICK","13",52,"60","1.1"
"1660","A0301773","THE MARYLAND INTERNATIONAL DAY SCHOOL","private","private","ES/MS","PRINCE GEORGE'S","21",94.72,"62","10"
"1661","A0301778","WASHINGTON UNITED CHRISTIAN ACADEMY","private","private","All Grades","PRINCE GEORGE'S","21",89.35,"59","11"
"1662","A0307468","CROSSWAY COMMUNITY MONTESSORI SCHOOL","private","private","ES","MONTGOMERY","21",100,"51","1"
"1663","A0307500","LUCY SCHOOL","private","private","ES/MS","FREDERICK","41",18.97,"105","11"
"1664","A0501793","AVALON SCHOOL","private","private","All Grades","MONTGOMERY","13",22.46,"218","20"
"1665","A0501794","BAIS YAAKOV EVA WINER HIGH SCHOOL","private","private","HS","BALTIMORE","21",0,"376","63.1"
"1666","A0501795","BALTIMORE LAB SCHOOL","private","private","All Grades","BALTIMORE","11",26.98,"137","36"
"1667","A0501804","CORNERSTONE ACADEMY","private","private","MS/HS","HOWARD","41",26.31,"19","3.3"
"1668","A0501814","EXCELLENCE CHRISTIAN SCHOOL","private","private","ES/MS","PRINCE GEORGE'S","21",99.42,"194","18"
"1669","A0501821","GENESIS CHRISTIAN DAY SCHOOL","private","private","ES","PRINCE GEORGE'S","21",60,"19","1"
"1670","A0501822","GERSTELL ACADEMY","private","private","All Grades","CARROLL","23",14.39,"372","56.9"
"1671","A0501829","HARBOUR SCHOOL AT BALTIMORE","private","private","All Grades","BALTIMORE","21",28.28,"159","23"
"1672","A0501832","HIGH ROAD ACADEMY","private","private","All Grades","PRINCE GEORGE'S","21",98.22,"114","16"
"1673","A0501833","HIGH ROAD SCHOOL OF SOUTHERN MARYLAND","private","private","MS/HS","CHARLES","22",88.88,"36","4"
"1674","A0501834","HIGH ROAD UPPER SCHOOL","private","private","All Grades","PRINCE GEORGE'S","21",98.16,"110","16"
"1675","A0501841","KENNEDY KRIEGER AT SOUTHERN HIGH SCHOOL","private","private","HS","ANNE ARUNDEL","41",29.4,"17","4"
"1676","A0501873","SISTERS ACADEMY OF BALTIMORE","private","private","MS","BALTIMORE","21",98.57,"71","9.8"
"1677","A0501887","WYE RIVER UPPER SCHOOL","private","private","HS","QUEEN ANNE'S","31",19.6,"51","10.3"
"1678","A0509093","MOST BLESSED SACRAMENT CATHOLIC SCHOOL","private","private","ES/MS","WORCESTER","41",9.43,"247","21.8"
"1679","A0701172","CALVARY BAPTIST SCHOOL","private","private","All Grades","BALTIMORE","21",12.28,"142","13.4"
"1680","A0701188","GEORGETOWN HILL EARLY CHILDHOOD SCHOOL AT NRC","private","private","ES","MONTGOMERY","21",45,"60","7"
"1681","A0701194","GREATER YOUTH CHRISTIAN ACADEMY","private","private","ES/MS","BALTIMORE","11",100,"79","5"
"1682","A0701197","FRIENDS SCHOOL OF HARFORD","private","private","ES/MS","HARFORD","22",19.99,"35","1.6"
"1683","A0701204","HOPE CHRISTIAN ACADEMY","private","private","ES","PRINCE GEORGE'S","21",87.5,"10","4.5"
"1684","A0701220","MEADOWVIEW AMISH SCHOOL","private","private","ES/MS","ST. MARY'S","41",0,"30","1"
"1685","A0701222","MILFORD MILL CHURCH CHILD DEVELOPMENT CENTER","private","private","ES","BALTIMORE","21",100,"22","1.9"
"1686","A0701226","NORTH CARROLL COMMUNITY SCHOOL","private","private","ES/MS","CARROLL","41",4.68,"128","10.8"
"1687","A0701228","ONENESS FAMILY SCHOOL","private","private","All Grades","MONTGOMERY","13",20.5,"120","22.4"
"1688","A0701229","OPEN BIBLE ACADEMY","private","private","All Grades","DORCHESTER","32",NA,"45","4.4"
"1689","A0701238","REID TEMPLE CHRISTIAN ACADEMY","private","private","ES/MS","PRINCE GEORGE'S","21",99.51,"301","29.6"
"1690","A0701260","VICTORY CHRISTIAN ACADEMY","private","private","ES","PRINCE GEORGE'S","21",50,"49","6.6"
"1691","A0701266","WOODSTREAM CHRISTIAN ACADEMY","private","private","All Grades","PRINCE GEORGE'S","21",99.58,"251","25.3"
"1692","A0740061","CALVERT SCHOOL","private","private","ES/MS","BALTIMORE","11",19.38,"656","73.8"
"1693","A0792032","THE SIENA SCHOOL","private","private","All Grades","MONTGOMERY","21",35.76,"123","26.8"
"1694","A0901633","ACADEMY PRIMARY SCHOOL & CHILD DEVELOPMENT CENTER","private","private","ES","MONTGOMERY","21",20,"60","1"
"1695","A0901656","CRISTO REY JESUIT HIGH SCHOOL","private","private","HS","BALTIMORE","11",99.07,"330","22.6"
"1696","A0901659","THE DIENER SCHOOL","private","private","UG","MONTGOMERY","21",21.04,"38","16.3"
"1697","A0901660","DON BOSCO CRISTO REY HIGH SCHOOL","private","private","HS","MONTGOMERY","21",97.66,"387","28.3"
"1698","A0901665","EMMANUEL CHRISTIAN SCHOOL","private","private","All Grades","WASHINGTON","22",6.79,"111","9.1"
"1699","A0901667","FAITH BAPTIST CHILD DEVELOPMENT CENTER","private","private","ES","ANNE ARUNDEL","21",18.18,"147","1"
"1700","A0901670","THE FAMILY ACADEMY OF BETHESDA","private","private","ES","MONTGOMERY","13",0,"1","5.3"
"1701","A0901671","FORBUSH SCHOOL AT PRINCE GEORGES COUNTY","private","private","UG","PRINCE GEORGE'S","21",89.63,"58","9"
"1702","A0901684","GLOBAL CHILDREN MONTESSORI SCHOOL","private","private","ES","HOWARD","21",0,"38","3.8"
"1703","A0901685","GODDARD SCHOOL IN GAITHERSBURG","private","private","ES","MONTGOMERY","13",26.92,"276","2.1"
"1704","A0901696","HOLINESS CHRISTIAN ACADEMY","private","private","All Grades","CECIL","21",0,"6","2"
"1705","A0901715","LAUREL HALL SCHOOL - FREDERICK","private","private","All Grades","FREDERICK","22",47.81,"46","9"
"1706","A0901718","LITTLE FLOWER SCHOOL","private","private","ES/MS","ST. MARY'S","41",5.92,"152","10.5"
"1707","A0901721","LITTLE SEEDLINGS CHRISTIAN PRESCHOOL & KDGN","private","private","ES","ST. MARY'S","31",0,"48","3.1"
"1708","A0901723","LIVING GRACE CHRISTIAN SCHOOL","private","private","All Grades","MONTGOMERY","21",NA,"146","12.3"
"1709","A0901725","ROCHAMBEAU-THE FRENCH INTL SCHOOL","private","private","All Grades","MONTGOMERY","13",32.9,"1048","81"
"1710","A0901726","THE MADDUX SCHOOL","private","private","ES","MONTGOMERY","21",69.43,"46","8.9"
"1711","A0901727","MARCIA D SMITH SCHOOL","private","private","MS/HS","MONTGOMERY","21",52.61,"19","3"
"1712","A0901730","MOUNT JEZREEL CHRISTIAN SCHOOL","private","private","ES","MONTGOMERY","13",99.99,"23","5"
"1713","A0901731","MOUNT PLEASANT CHRISTIAN SCHOOL","private","private","ES","BALTIMORE","21",99.99,"68","6.5"
"1714","A0901736","NEW SPIRITUAL FOUNDATION CHRISTIAN ACADEMY","private","private","HS","BALTIMORE","11",95.23,"63","6.6"
"1715","A0901744","PIN CUSHION MENNONITE SCHOOL","private","private","ES/MS","ST. MARY'S","42",0,"30","1"
"1716","A0901772","ST RAPHAEL SCHOOL","private","private","ES/MS","MONTGOMERY","13",38.4,"330","21.5"
"1717","A0901784","THE TRELLIS SCHOOL","private","private","ES/MS","BALTIMORE","21",35.89,"40","7"
"1718","A0901790","WALDORF BAPTIST KINDERGARTEN & PRESCHOOL","private","private","ES","CHARLES","22",83.32,"34","2.4"
"1719","A0901793","WOODBOURNE SCHOOL AT CONRAD","private","private","MS/HS","BALTIMORE","11",63.02,"46","11"
"1720","A0901795","YANG ACADEMY","private","private","All Grades","MONTGOMERY","21",0,"2","2.8"
"1721","A1101175","BUDDS CREEK AMISH PAROCHIAL SCHOOL","private","private","ES/MS","ST. MARY'S","41",0,"27","1"
"1722","A1101176","CASSELMAN VALLEY SCHOOL","private","private","ES/MS","GARRETT","42",0,"15","1"
"1723","A1101178","CHEDER CHABAD","private","private","ES/MS","BALTIMORE","11",0,"194","18.3"
"1724","A1101179","THE CHILDRENS GUILD","private","private","All Grades","BALTIMORE","11",91.83,"49","10.1"
"1725","A1101183","DENTON RUN AMISH PAROCHIAL SCHOOL","private","private","ES/MS","CHARLES","42",0,"24","1"
"1726","A1101185","ECHELON ACADEMY","private","private","All Grades","MONTGOMERY","21",18.18,"11","1.6"
"1727","A1101186","FLINTSTONE MENNONITE SCHOOL","private","private","All Grades","ALLEGANY","42",0,"20","3"
"1728","A1101187","FORBUSH SCHOOL AT ANNE ARUNDEL THE","private","private","MS/HS","ANNE ARUNDEL","21",66.66,"9","2"
"1729","A1101188","FORBUSH SCHOOL AT HUNT VALLEY","private","private","UG","BALTIMORE","21",48.52,"68","11"
"1730","A1101190","FOX LUMBER AMISH PAROCHIAL SCHOOL","private","private","ES/MS","CHARLES","41",0,"27","1"
"1731","A1101198","THE GUNSTON SCHOOL","private","private","HS","QUEEN ANNE'S","41",5.12,"195","21.6"
"1732","A1101206","KENNEDY KRIEGER SCHOOL","private","private","All Grades","MONTGOMERY","21",43.07,"65","14"
"1733","A1101207","KENNEDY KRIEGER SCHOOL GREENSPRING CAMPUS","private","private","HS","BALTIMORE","11",48.6,"181","32"
"1734","A1101213","SULAM SCHOOL","private","private","ES/MS","MONTGOMERY","21",0,"15","6.5"
"1735","A1101214","MESIVTA NEIMUS HATORAH","private","private","HS","BALTIMORE","21",11.11,"27","6.6"
"1736","A1101219","NURTURING NEST MONTESSORI","private","private","ES","HOWARD","13",12.5,"74","5"
"1737","A1101227","RESURRECTION ST PAUL SCHOOL","private","private","ES/MS","HOWARD","21",19.13,"416","32.8"
"1738","A1101228","RYCEVILLE AMISH PAROCHIAL SCHOOL","private","private","ES/MS","CHARLES","41",0,"28","1"
"1739","A1101230","SEASIDE CHRISTIAN ACADEMY","private","private","All Grades","WORCESTER","32",15.62,"73","7.8"
"1740","A1101232","SILVER OAK ACADEMY","private","private","HS","CARROLL","42",94.22,"52","16.1"
"1741","A1101234","TRINITY RUN AMISH PAROCHIAL SCHOOL","private","private","ES/MS","ST. MARY'S","41",0,"23","1"
"1742","A1101237","WESTHAM AMISH PAROCHIAL SCHOOL","private","private","ES/MS","ST. MARY'S","41",0,"28","1"
"1743","A1101238","WOODBURN HILL AMISH PAROCHIAL SCHOOL","private","private","ES/MS","ST. MARY'S","41",0,"29","1"
"1744","A1301521","ALL ABOUT CHILDREN LEARNING CENTER","private","private","ES","BALTIMORE","21",10,"10","1"
"1745","A1301522","ALLEGANY BOYS CAMP","private","private","UG","ALLEGANY","42",33.32,"30","6.9"
"1746","A1301523","ARUNDEL CHRISTIAN SCHOOL","private","private","All Grades","ANNE ARUNDEL","21",63.86,"318","18.4"
"1747","A1301528","BALTIMORE SCHOOL CANTON THE","private","private","ES","BALTIMORE","11",20,"25","3"
"1748","A1301535","CEDAR GROVE AMISH PAROCHIAL SCHOOL","private","private","ES/MS","ST. MARY'S","41",0,"28","1"
"1749","A1301554","GLA ACADEMY SCHOOL OF EXCELLENCE","private","private","ES","BALTIMORE","21",99.99,"254","4"
"1750","A1301561","HAMPDEN CHRISTIAN SCHOOL","private","private","ES/MS","BALTIMORE","11",0,"22","3.6"
"1751","A1301564","HIGH ROAD SCHOOL OF HARFORD COUNTY","private","private","All Grades","HARFORD","22",45.7,"35","5"
"1752","A1301565","HOLY TRINITY EPISCOPAL DAY SCHOOL","private","private","ES/MS","PRINCE GEORGE'S","21",96.19,"492","47.9"
"1753","A1301571","KINDERCARE LEARNING CENTER","private","private","ES","MONTGOMERY","21",85.71,"7","1"
"1754","A1301574","LEARNING COMMUNITY INTERNATIONAL THE","private","private","UG","HOWARD","13",NA,"65",NA
"1755","A1301576","LEGACY SCHOOL","private","private","ES/MS","CARROLL","41",7.01,"57","17.6"
"1756","A1301577","LEO M BERNSTEIN JEWISH ACADEMY OF FINE ARTS","private","private","ES","MONTGOMERY","21",99.99,"48","8.5"
"1757","A1301580","MEADOWS MONTESSORI","private","private","ES","FREDERICK","13",0,"50","2.9"
"1758","A1301585","NEW CENTURY SCHOOL THE","private","private","ES/MS","BALTIMORE","11",NA,"215","8.8"
"1759","A1301586","NEW LIFE CHRISTIAN ACADEMY","private","private","All Grades","PRINCE GEORGE'S","41",96.07,"241","22"
"1760","A1301588","OAK GROVE CLASSICAL CHRISTIAN SCHOOL","private","private","All Grades","HARFORD","41",10.2,"116","12"
