"","school_id","name","school_type","school_type_detail","grade_band","county","locale_code","pvt_pct_nonwhite","enrollment","teacher_fte"
"474","240009001331","Reginald F. Lewis High","public","public","HS","BALTIMORE CITY","11",NA,"541","34"
"475","240009001339","National Academy Foundation","public","public","MS/HS","BALTIMORE CITY","11",NA,"796","52.5"
"476","240009001343","Excel Academy at Francis M. Wood High","public","public","HS","BALTIMORE CITY","11",NA,"574","26"
"477","240009001363","Maree Garnett Farring Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"743","43"
"478","240009001364","Lois T. Murray Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"48","13"
"479","240009001369","Sharp-Leadenhall Elementary","public","public","ES","BALTIMORE CITY","11",NA,"29","12"
"480","240009001381","Academy for College and Career Exploration","public","public","MS/HS","BALTIMORE CITY","11",NA,"541","36"
"481","240009001385","Vivien T. Thomas Medical Arts Academy","public","public","HS","BALTIMORE CITY","11",NA,"371","23"
"482","240009001387","Augusta Fells Savage Institute of Visual Arts","public","public","HS","BALTIMORE CITY","11",NA,"419","25"
"483","240009001390","Calvin M. Rodwell Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"705","31.5"
"484","240009001391","Baltimore School for the Arts","public","public","HS","BALTIMORE CITY","11",NA,"440","25"
"485","240009001428","Guilford Elementary/Middle","public","public","ES/MS","BALTIMORE CITY","11",NA,"275","17"
"486","240009001430","Frederick Elementary","public","charter","ES","BALTIMORE CITY","11",NA,"384","27"
"487","240009001478","City Neighbors Charter School","public","charter","ES/MS","BALTIMORE CITY","11",NA,"232","14.5"
"488","240009001480","Patterson Park Public Charter School","public","charter","ES/MS","BALTIMORE CITY","11",NA,"725","46.6"
"489","240009001527","Southwest Baltimore Charter School","public","charter","ES/MS","BALTIMORE CITY","11",NA,"427","29.5"
"490","240009001530","Coppin Academy","public","charter","HS","BALTIMORE CITY","11",NA,"352","23"
"491","240009001531","Renaissance Academy","public","public","HS","BALTIMORE CITY","11",NA,"245","15"
"492","240009001558","Empowerment Academy","public","charter","ES/MS","BALTIMORE CITY","11",NA,"255","18"
"493","240009001559","New Era Academy","public","public","HS","BALTIMORE CITY","11",NA,"288","19"
"494","240009001571","The Green School of Baltimore","public","charter","ES","BALTIMORE CITY","11",NA,"162","9.5"
"495","240009001631","Baltimore International Academy","public","charter","ES/MS","BALTIMORE CITY","11",NA,"707","46"
"496","240009001632","Independence School Local I","public","charter","HS","BALTIMORE CITY","11",NA,"150","8.5"
"497","240009001657","Baltimore Montessori Public Charter School","public","charter","ES/MS","BALTIMORE CITY","11",NA,"444","17.5"
"498","240009001661","Afya Public Charter School","public","charter","MS","BALTIMORE CITY","11",NA,"355","19"
"499","240009001662","Joseph C. Briscoe Academy","public","public","MS/HS","BALTIMORE CITY","11",NA,"79","21"
"500","240009001663","The Reach! Partnership School","public","public","HS","BALTIMORE CITY","11",NA,"545","32"
"501","240009001670","Elmer A. Henderson: A Johns Hopkins Partnership","public","public","ES/MS","BALTIMORE CITY","11",NA,"546","30"
"502","240009001675","Bluford Drew Jemison STEM Academy West","public","public","MS/HS","BALTIMORE CITY","11",NA,"232","21.5"
"503","240009001678","N.A.C.A. Freedom and Democracy Academy II","public","public","MS/HS","BALTIMORE CITY","11",NA,"333","20"
"504","240009001680","City Neighbors Hamilton","public","charter","ES/MS","BALTIMORE CITY","11",NA,"235","15.5"
"505","240009001681","KIPP Harmony Academy","public","charter","ES/MS","BALTIMORE CITY","11",NA,"1519","89"
"506","240009001682","Baltimore Leadership School for Young Women","public","charter","MS/HS","BALTIMORE CITY","11",NA,"539","33"
"507","240009001689","Tunbridge Public Charter School","public","charter","ES/MS","BALTIMORE CITY","11",NA,"472","28"
"508","240009001690","City Neighbors High","public","charter","HS","BALTIMORE CITY","11",NA,"417","25"
"509","240009001691","Green Street Academy","public","charter","MS/HS","BALTIMORE CITY","11",NA,"848","48"
"510","240009001693","Vanguard Collegiate Middle","public","public","MS","BALTIMORE CITY","11",NA,"373","24"
"511","240009001703","Baltimore Design School","public","public","MS/HS","BALTIMORE CITY","11",NA,"516","30"
"512","240009001716","Creative City Public Charter School","public","charter","ES","BALTIMORE CITY","11",NA,"327","23.5"
"513","240009001734","Lillie May Carroll Jackson School","public","charter","MS","BALTIMORE CITY","11",NA,"277","14.5"
"514","240009001735","Bard High School Early College","public","public","HS","BALTIMORE CITY","11",NA,"482","27"
"515","240009001736","Baltimore Collegiate School for Boys","public","charter","MS","BALTIMORE CITY","11",NA,"477","21"
"516","240009001752","Baltimore International Academy West","public","charter","ES","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"517","240012000012","Campfield Early Childhood Center","public","public","ES","BALTIMORE","21",NA,"412","24.2"
"518","240012000021","Seven Oaks Elementary","public","public","ES","BALTIMORE","21",NA,"496","31"
"519","240012000230","George W. Carver Center for Arts & Technology","public","magnet","HS","BALTIMORE","13",NA,"942","58.2"
"520","240012000248","Western School of Technology & Env. Science","public","magnet","HS","BALTIMORE","21",NA,"909","59.5"
"521","240012000341","Arbutus Elementary","public","public","ES","BALTIMORE","21",NA,"405","25.5"
"522","240012000342","Arbutus Middle","public","public","MS","BALTIMORE","21",NA,"964","60.4"
"523","240012000344","Baltimore Highlands Elementary","public","public","ES","BALTIMORE","21",NA,"553","36.5"
"524","240012000345","Battle Grove Elementary","public","public","ES","BALTIMORE","21",NA,"355","23.5"
"525","240012000346","Battle Monument School","public","public","All Grades","BALTIMORE","21",NA,"73","29.3"
"526","240012000347","Bear Creek Elementary","public","public","ES","BALTIMORE","21",NA,"498","32.3"
"527","240012000348","Bedford Elementary","public","public","ES","BALTIMORE","21",NA,"312","22.2"
"528","240012000349","Berkshire Elementary","public","public","ES","BALTIMORE","21",NA,"474","29.3"
"529","240012000350","Lutherville Laboratory","public","public","ES","BALTIMORE","21",NA,"374","25.6"
"530","240012000351","Carney Elementary","public","public","ES","BALTIMORE","21",NA,"641","38.2"
"531","240012000352","Carroll Manor Elementary","public","public","ES","BALTIMORE","41",NA,"373","23"
"532","240012000353","Catonsville Elementary","public","public","ES","BALTIMORE","21",NA,"666","42.9"
"533","240012000354","Catonsville Middle","public","public","MS","BALTIMORE","21",NA,"859","53.9"
"534","240012000355","Catonsville High","public","public","HS","BALTIMORE","21",NA,"1830","106.5"
"535","240012000356","Cedarmere Elementary","public","public","ES","BALTIMORE","21",NA,"564","35.7"
"536","240012000357","Chadwick Elementary","public","public","ES","BALTIMORE","21",NA,"642","38"
"537","240012000358","Chapel Hill Elementary","public","public","ES","BALTIMORE","21",NA,"676","39.3"
"538","240012000359","Charlesmont Elementary","public","public","ES","BALTIMORE","21",NA,"444","28.4"
"539","240012000360","Chase Elementary","public","public","ES","BALTIMORE","21",NA,"404","24.3"
"540","240012000361","Chatsworth School","public","magnet","ES","BALTIMORE","21",NA,"380","33.5"
"541","240012000362","Chesapeake High","public","magnet","HS","BALTIMORE","21",NA,"981","67.5"
"542","240012000363","Chesapeake Terrace Elementary","public","public","ES","BALTIMORE","21",NA,"316","20.7"
"543","240012000364","Church Lane Elementary Technology","public","public","ES","BALTIMORE","21",NA,"386","24.5"
"544","240012000366","Cockeysville Middle","public","public","MS","BALTIMORE","21",NA,"940","61.4"
"545","240012000367","Colgate Elementary","public","public","ES","BALTIMORE","21",NA,"423","31.3"
"546","240012000369","Deep Creek Elementary","public","public","ES","BALTIMORE","21",NA,"480","33.2"
"547","240012000370","Deep Creek Middle","public","magnet","MS","BALTIMORE","21",NA,"805","50.5"
"548","240012000371","Deer Park Elementary","public","public","ES","BALTIMORE","21",NA,"393","26.5"
"549","240012000372","Deer Park Middle Magnet School","public","magnet","MS","BALTIMORE","21",NA,"1285","76"
"550","240012000373","Dulaney High","public","public","HS","BALTIMORE","21",NA,"1879","105.5"
"551","240012000374","Dumbarton Middle","public","public","MS","BALTIMORE","13",NA,"1168","69.6"
"552","240012000375","Dundalk Elementary","public","public","ES","BALTIMORE","21",NA,"721","42.6"
"553","240012000376","Dundalk Middle","public","public","MS","BALTIMORE","21",NA,"718","57"
"554","240012000377","Dundalk High","public","public","HS","BALTIMORE","21",NA,"1621","111"
"555","240012000379","Eastern Technical High School","public","magnet","HS","BALTIMORE","21",NA,"1172","66"
"556","240012000381","Edgemere Elementary","public","public","ES","BALTIMORE","21",NA,"485","27.4"
"557","240012000382","Edmondson Heights Elementary","public","public","ES","BALTIMORE","21",NA,"540","31.9"
"558","240012000383","Elmwood Elementary","public","public","ES","BALTIMORE","21",NA,"595","37"
"559","240012000384","Essex Elementary","public","public","ES","BALTIMORE","21",NA,"517","30.4"
"560","240012000385","Featherbed Lane Elementary","public","public","ES","BALTIMORE","21",NA,"638","34.6"
"561","240012000386","Fifth District Elementary","public","public","ES","BALTIMORE","41",NA,"318","21"
"562","240012000387","Fort Garrison Elementary","public","public","ES","BALTIMORE","21",NA,"282","19.8"
"563","240012000388","Franklin Elementary","public","public","ES","BALTIMORE","21",NA,"431","28.4"
"564","240012000389","Franklin Middle","public","public","MS","BALTIMORE","21",NA,"1254","76"
"565","240012000390","Franklin High","public","public","HS","BALTIMORE","21",NA,"1460","86"
"566","240012000391","Fullerton Elementary","public","public","ES","BALTIMORE","21",NA,"618","35.4"
"567","240012000395","Grange Elementary","public","public","ES","BALTIMORE","21",NA,"484","28.4"
"568","240012000397","Gunpowder Elementary","public","public","ES","BALTIMORE","21",NA,"525","30.8"
"569","240012000398","Halethorpe Elementary","public","public","ES","BALTIMORE","21",NA,"409","30.4"
"570","240012000399","Hampton Elementary","public","public","ES","BALTIMORE","21",NA,"571","33.4"
"571","240012000400","Harford Hills Elementary","public","public","ES","BALTIMORE","21",NA,"413","24.6"
"572","240012000401","Hawthorne Elementary","public","public","ES","BALTIMORE","21",NA,"504","34"
"573","240012000402","Hebbville Elementary","public","public","ES","BALTIMORE","21",NA,"484","30"
"574","240012000405","Hernwood Elementary","public","public","ES","BALTIMORE","21",NA,"417","29.8"
"575","240012000406","Hillcrest Elementary","public","public","ES","BALTIMORE","21",NA,"675","41.7"
"576","240012000407","Halstead Academy","public","public","ES","BALTIMORE","21",NA,"480","31"
"577","240012000408","Holabird Middle","public","public","MS","BALTIMORE","21",NA,"961","58.2"
"578","240012000410","Johnnycake Elementary","public","public","ES","BALTIMORE","21",NA,"717","47.7"
"579","240012000411","Southwest Academy","public","magnet","MS","BALTIMORE","21",NA,"820","55.5"
"580","240012000412","Kenwood High IB and Sports Science","public","magnet","HS","BALTIMORE","21",NA,"1622","97.5"
"581","240012000413","Kingsville Elementary","public","public","ES","BALTIMORE","41",NA,"316","20.7"
"582","240012000415","Lansdowne Elementary","public","public","ES","BALTIMORE","21",NA,"600","38.6"
"583","240012000416","Lansdowne High & Academy of Finance","public","magnet","HS","BALTIMORE","21",NA,"1291","89"
"584","240012000417","Lansdowne Middle","public","magnet","MS","BALTIMORE","21",NA,"787","50"
"585","240012000419","Loch Raven Technical Academy","public","magnet","MS","BALTIMORE","13",NA,"769","51"
"586","240012000420","Loch Raven High","public","public","HS","BALTIMORE","21",NA,"870","56"
"587","240012000421","Logan Elementary","public","public","ES","BALTIMORE","21",NA,"584","41.5"
"588","240012000424","Mars Estates Elementary","public","public","ES","BALTIMORE","21",NA,"384","30.5"
"589","240012000425","Martin Boulevard Elementary","public","public","ES","BALTIMORE","21",NA,"295","21"
"590","240012000426","McCormick Elementary","public","public","ES","BALTIMORE","21",NA,"334","21.6"
"591","240012000429","Middleborough Elementary","public","public","ES","BALTIMORE","21",NA,"351","22.6"
"592","240012000430","Middlesex Elementary","public","public","ES","BALTIMORE","21",NA,"414","31.1"
"593","240012000431","Milbrook Elementary","public","public","ES","BALTIMORE","21",NA,"410","26.5"
"594","240012000432","Milford Mill Academy","public","magnet","HS","BALTIMORE","21",NA,"1233","85"
"595","240012000434","Norwood Elementary","public","public","ES","BALTIMORE","21",NA,"488","29.9"
"596","240012000435","Oakleigh Elementary","public","public","ES","BALTIMORE","21",NA,"581","38.4"
"597","240012000436","Catonsville Center for Alternative Studies","public","public","HS","BALTIMORE","21",NA,"65","13"
"598","240012000437","Orems Elementary","public","public","ES","BALTIMORE","21",NA,"386","25.8"
"599","240012000438","Overlea High","public","magnet","HS","BALTIMORE","21",NA,"987","65.5"
"600","240012000439","Owings Mills Elementary","public","public","ES","BALTIMORE","21",NA,"776","44.5"
"601","240012000441","Sudbrook Magnet Middle","public","magnet","MS","BALTIMORE","21",NA,"1040","69.5"
"602","240012000442","Parkville Middle & Center of Technology","public","magnet","MS","BALTIMORE","21",NA,"1175","71.5"
"603","240012000443","Parkville High & Center for Math/Science","public","magnet","HS","BALTIMORE","21",NA,"1884","128.5"
"604","240012000444","Patapsco High & Center for Arts","public","magnet","HS","BALTIMORE","21",NA,"1441","91"
"605","240012000445","Perry Hall Elementary","public","public","ES","BALTIMORE","21",NA,"649","38.6"
"606","240012000446","Perry Hall High","public","public","HS","BALTIMORE","21",NA,"1974","121"
"607","240012000447","Perry Hall Middle","public","public","MS","BALTIMORE","21",NA,"1888","113"
"608","240012000448","Pikesville Middle","public","public","MS","BALTIMORE","21",NA,"981","66"
"609","240012000449","Pikesville High","public","public","HS","BALTIMORE","21",NA,"905","55.5"
"610","240012000450","Pine Grove Elementary","public","public","ES","BALTIMORE","21",NA,"595","38.6"
"611","240012000451","Pine Grove Middle","public","public","MS","BALTIMORE","21",NA,"921","63"
"612","240012000452","Pinewood Elementary","public","public","ES","BALTIMORE","21",NA,"552","33.1"
"613","240012000453","Pleasant Plains Elementary","public","public","ES","BALTIMORE","13",NA,"686","38.9"
"614","240012000454","Pot Spring Elementary","public","public","ES","BALTIMORE","21",NA,"482","29.3"
"615","240012000455","Powhatan Elementary","public","public","ES","BALTIMORE","21",NA,"274","22.3"
"616","240012000456","Prettyboy Elementary","public","public","ES","BALTIMORE","42",NA,"441","27.5"
"617","240012000457","Randallstown Elementary","public","public","ES","BALTIMORE","21",NA,"367","23.9"
"618","240012000458","Randallstown High","public","magnet","HS","BALTIMORE","21",NA,"969","64"
"619","240012000459","Red House Run Elementary","public","public","ES","BALTIMORE","21",NA,"556","34.5"
"620","240012000460","Reisterstown Elementary","public","public","ES","BALTIMORE","21",NA,"594","40.3"
"621","240012000461","Relay Elementary","public","public","ES","BALTIMORE","21",NA,"700","42"
"622","240012000462","Riderwood Elementary","public","public","ES","BALTIMORE","13",NA,"405","23.9"
"623","240012000463","Cromwell Valley Elementary Technology","public","magnet","ES","BALTIMORE","13",NA,"364","27.5"
"624","240012000464","Riverview Elementary","public","public","ES","BALTIMORE","21",NA,"553","37.5"
"625","240012000465","Rodgers Forge Elementary","public","public","ES","BALTIMORE","13",NA,"446","26.5"
"626","240012000466","Maiden Choice School","public","public","All Grades","BALTIMORE","21",NA,"131","20"
"627","240012000467","Jacksonville Elementary","public","public","ES","BALTIMORE","21",NA,"538","32.2"
"628","240012000469","Sandalwood Elementary","public","public","ES","BALTIMORE","21",NA,"533","30"
"629","240012000470","Sandy Plains Elementary","public","public","ES","BALTIMORE","21",NA,"566","38.5"
"630","240012000471","Scotts Branch Elementary","public","public","ES","BALTIMORE","21",NA,"578","33.5"
"631","240012000472","Seneca Elementary","public","public","ES","BALTIMORE","21",NA,"457","27.4"
"632","240012000473","Seventh District Elementary","public","public","ES","BALTIMORE","42",NA,"393","24"
"633","240012000474","Shady Spring Elementary","public","public","ES","BALTIMORE","21",NA,"612","35.6"
"634","240012000476","Sparks Elementary","public","public","ES","BALTIMORE","41",NA,"486","31"
"635","240012000477","Sparrows Point High","public","magnet","HS","BALTIMORE","21",NA,"992","59"
"636","240012000478","Stemmers Run Middle","public","magnet","MS","BALTIMORE","21",NA,"760","53.5"
"637","240012000479","Stoneleigh Elementary","public","public","ES","BALTIMORE","13",NA,"797","47.5"
"638","240012000481","Summit Park Elementary","public","public","ES","BALTIMORE","21",NA,"477","33.3"
"639","240012000482","Sussex Elementary","public","public","ES","BALTIMORE","21",NA,"489","31.5"
"640","240012000483","Ridge Ruxton","public","public","All Grades","BALTIMORE","13",NA,"126","26"
"641","240012000484","Timber Grove Elementary","public","public","ES","BALTIMORE","21",NA,"577","35.5"
"642","240012000487","Towson High Law & Public Policy","public","magnet","HS","BALTIMORE","13",NA,"1629","92.5"
"643","240012000489","Victory Villa Elementary","public","public","ES","BALTIMORE","21",NA,"676","39"
"644","240012000490","Villa Cresta Elementary","public","public","ES","BALTIMORE","21",NA,"687","44.7"
"645","240012000491","Warren Elementary","public","public","ES","BALTIMORE","21",NA,"413","26.4"
"646","240012000492","Wellwood International Elementary","public","magnet","ES","BALTIMORE","21",NA,"487","32.8"
"647","240012000495","Westowne Elementary","public","public","ES","BALTIMORE","21",NA,"706","41.3"
"648","240012000497","Winand Elementary","public","public","ES","BALTIMORE","21",NA,"505","32.4"
"649","240012000498","Winfield Elementary","public","public","ES","BALTIMORE","21",NA,"502","31.5"
"650","240012000499","Woodbridge Elementary","public","public","ES","BALTIMORE","21",NA,"459","29.4"
"651","240012000501","Woodlawn Middle","public","public","MS","BALTIMORE","21",NA,"574","41.5"
"652","240012000502","Woodlawn High Center for Pre-Eng. Res.","public","magnet","HS","BALTIMORE","21",NA,"1575","98"
"653","240012000503","Woodmoor Elementary","public","public","ES","BALTIMORE","21",NA,"621","33"
"654","240012000777","Meadowood Education Center","public","public","MS","BALTIMORE","21",NA,"36","7.5"
"655","240012000831","Rosedale Center","public","public","MS/HS","BALTIMORE","21",NA,"90","31"
"656","240012000925","Home Assignments-Elementary","public","public","ES","BALTIMORE","13",NA,"3","<U+0096>"
"657","240012000935","Home Assignments-Secondary","public","public","MS/HS","BALTIMORE","13",NA,"37","<U+0096>"
"658","240012000936","Westchester Elementary","public","public","ES","BALTIMORE","21",NA,"688","40"
"659","240012000938","Sollers Point/Southeastern Technical High","public","magnet","UG","BALTIMORE","21",NA,"0","0"
"660","240012001159","New Town Elementary","public","public","ES","BALTIMORE","21",NA,"779","48.1"
"661","240012001341","Baltimore County Home & Hospital","public","public","UG","BALTIMORE","13",NA,"0","0"
"662","240012001346","Glyndon Elementary","public","public","ES","BALTIMORE","21",NA,"535","30.63"
"663","240012001347","Owings Mills High","public","public","HS","BALTIMORE","21",NA,"1160","79.5"
"664","240012001372","Glenmar Elementary","public","public","ES","BALTIMORE","21",NA,"327","22.4"
"665","240012001405","Woodholme Elementary","public","public","ES","BALTIMORE","21",NA,"799","48.3"
"666","240012001406","Oliver Beach Elementary","public","public","ES","BALTIMORE","21",NA,"199","15.3"
"667","240012001422","Hereford Middle","public","public","MS","BALTIMORE","41",NA,"1007","60.1"
"668","240012001431","Northwest Academy of Health Sciences","public","public","MS","BALTIMORE","21",NA,"819","49.2"
"669","240012001432","Hereford High","public","public","HS","BALTIMORE","41",NA,"1271","74.8"
"670","240012001433","Timonium Elementary","public","public","ES","BALTIMORE","21",NA,"487","31.7"
"671","240012001434","Ridgely Middle","public","public","MS","BALTIMORE","21",NA,"1165","72.5"
"672","240012001435","White Oak School","public","public","ES","BALTIMORE","21",NA,"110","35.5"
"673","240012001438","General John Stricker Middle","public","public","MS","BALTIMORE","21",NA,"728","54.5"
"674","240012001439","Golden Ring Middle","public","public","MS","BALTIMORE","21",NA,"763","47.5"
"675","240012001440","Middle River Middle","public","public","MS","BALTIMORE","21",NA,"935","53.5"
"676","240012001547","New Town High","public","public","HS","BALTIMORE","21",NA,"1102","70.5"
"677","240012001574","Windsor Mill Middle","public","public","MS","BALTIMORE","21",NA,"593","34"
"678","240012001649","Crossroads Center","public","public","MS/HS","BALTIMORE","21",NA,"179","24.5"
"679","240012001653","Vincent Farm Elementary","public","public","ES","BALTIMORE","21",NA,"753","42.2"
"680","240012001696","West Towson Elementary","public","public","ES","BALTIMORE","13",NA,"474","30.5"
"681","240012001711","BCDC Educational Center","public","public","HS","BALTIMORE","13",NA,"30","<U+0096>"
"682","240012001722","Mays Chapel Elementary","public","public","ES","BALTIMORE","21",NA,"747","44.5"
"683","240012001730","Lyons Mill Elementary","public","public","ES","BALTIMORE","21",NA,"793","44.3"
"684","240012001750","Honeygo Elementary","public","public","ES","BALTIMORE","21",NA,"630","36.4"
"685","240012001751","Southwest EDLP at Woodlawn High School","public","public","HS","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"686","240012001753","Watershed Public Charter","public","charter","ES","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"687","240012001754","Northeast EDLP at Parkville High School","public","public","HS","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"688","240012001756","Northwest EDLP at Milford Mill Academy","public","public","HS","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"689","240012001759","Southeast EDLP at Dundalk High School","public","public","HS","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"690","240012001760","Central EDLP at Loch Raven High School","public","public","HS","<U+FFFD>","<U+0086>",NA,"<U+0086>","<U+0086>"
"691","240012002945","Dogwood Elementary","public","public","ES","BALTIMORE","21",NA,"706","38.6"
"692","240012010500","Sparrows Point Middle","public","public","MS","BALTIMORE","21",NA,"627","38"
"693","240012090440","Padonia International Elementary","public","public","ES","BALTIMORE","21",NA,"511","35.84"
"694","240012090444","Joppa View Elementary","public","public","ES","BALTIMORE","21",NA,"801","46.2"
"695","240015000027","Plum Point Middle","public","public","MS","CALVERT","41",NA,"633","38.5"
"696","240015000504","Patuxent Appeal Elementary Campus","public","public","ES","CALVERT","41",NA,"822","52.9"
"697","240015000505","Beach Elementary","public","public","ES","CALVERT","31",NA,"530","31.1"
"698","240015000507","Calvert Middle","public","public","MS","CALVERT","41",NA,"601","38"
"699","240015000508","Calvert High","public","public","HS","CALVERT","41",NA,"1147","66.94"
"700","240015000509","Calvert Country School","public","public","All Grades","CALVERT","41",NA,"36","11"
"701","240015000511","Huntingtown Elementary","public","public","ES","CALVERT","41",NA,"504","29.9"
"702","240015000513","Mount Harmony Elementary","public","public","ES","CALVERT","31",NA,"608","34.3"
"703","240015000514","Mutual Elementary","public","public","ES","CALVERT","41",NA,"413","28.8"
"704","240015000515","Northern Middle","public","public","MS","CALVERT","41",NA,"675","35.1"
"705","240015000516","Northern High","public","public","HS","CALVERT","41",NA,"1461","80"
"706","240015000517","Calvert Elementary","public","public","ES","CALVERT","41",NA,"550","37.1"
"707","240015000611","Patuxent High","public","public","HS","CALVERT","23",NA,"1047","63.5"
"708","240015000778","St Leonard Elementary","public","public","ES","CALVERT","41",NA,"527","36.6"
"709","240015000790","Windy Hill Elementary","public","public","ES","CALVERT","41",NA,"647","39"
"710","240015000962","Career and Technology Academy","public","public","UG","CALVERT","41",NA,"0","21.4"
"711","240015000967","Windy Hill Middle","public","public","MS","CALVERT","41",NA,"771","42.9"
"712","240015001102","Dowell Elementary","public","public","ES","CALVERT","23",NA,"571","34.9"
"713","240015001342","Huntingtown High School","public","public","HS","CALVERT","41",NA,"1464","83.19"
"714","240015001344","Calvert County Alternative School","public","public","HS","CALVERT","41",NA,"2","4"
"715","240015001392","Southern Middle","public","public","MS","CALVERT","41",NA,"508","32"
"716","240015001505","Sunderland Elementary","public","public","ES","CALVERT","41",NA,"697","38.8"
"717","240015001655","Barstow Elementary","public","public","ES","CALVERT","41",NA,"613","36.1"
"718","240015002946","Mill Creek Middle","public","public","MS","CALVERT","23",NA,"521","31"
"719","240015090465","Plum Point Elementary","public","public","ES","CALVERT","41",NA,"588","36.1"
"720","240018000518","Colonel Richardson High School","public","public","HS","CAROLINE","42",NA,"526","40"
"721","240018000519","Colonel Richardson Middle School","public","public","MS","CAROLINE","42",NA,"424","33"
"722","240018000520","Denton Elementary School","public","public","ES","CAROLINE","32",NA,"721","50"
"723","240018000521","Federalsburg Elementary School","public","public","ES","CAROLINE","31",NA,"447","37"
"724","240018000522","Greensboro Elementary School","public","public","ES","CAROLINE","42",NA,"820","59"
"725","240018000523","North Caroline High School","public","public","HS","CAROLINE","41",NA,"1121","73"
"726","240018000524","Preston Elementary School","public","public","ES","CAROLINE","42",NA,"401","27"
"727","240018000525","Ridgely Elementary School","public","public","ES","CAROLINE","42",NA,"477","35"
"728","240018000526","Lockerman Middle School","public","public","MS","CAROLINE","32",NA,"892","55"
"729","240018000968","Caroline Career & Technology Center","public","public","UG","CAROLINE","41",NA,"0","13"
"730","240021000052","Friendship Valley Elementary","public","public","ES","CARROLL","23",NA,"493","34.1"
"731","240021000368","Runnymede Elementary","public","public","ES","CARROLL","41",NA,"618","42.9"
"732","240021000527","Carroll Springs School","public","public","All Grades","CARROLL","23",NA,"42","14.6"
"733","240021000529","Carrolltowne Elementary","public","public","ES","CARROLL","23",NA,"540","41.7"
"734","240021000531","Eldersburg Elementary","public","public","ES","CARROLL","23",NA,"437","30.9"
"735","240021000532","Elmer A. Wolfe Elementary","public","public","ES","CARROLL","42",NA,"415","35.9"
"736","240021000533","Francis Scott Key High","public","public","HS","CARROLL","41",NA,"929","54"
"737","240021000534","Freedom District Elementary","public","public","ES","CARROLL","23",NA,"540","33.4"
"738","240021000535","Hampstead Elementary","public","public","ES","CARROLL","21",NA,"386","31.7"
"739","240021000536","Manchester Elementary","public","public","ES","CARROLL","31",NA,"644","41.4"
"740","240021000537","Mechanicsville Elementary","public","public","ES","CARROLL","41",NA,"495","31.9"
"741","240021000538","Mount Airy Elementary","public","public","ES","CARROLL","21",NA,"465","29.8"
"742","240021000539","Mount Airy Middle","public","public","MS","CARROLL","21",NA,"697","43.5"
"743","240021000542","North Carroll Middle","public","public","MS","CARROLL","41",NA,"631","38.3"
"744","240021000543","Northwest Middle","public","public","MS","CARROLL","31",NA,"689","45.7"
"745","240021000544","Robert Moton Elementary","public","public","ES","CARROLL","41",NA,"403","49.3"
"746","240021000545","Sandymount Elementary","public","public","ES","CARROLL","23",NA,"459","31.7"
"747","240021000546","South Carroll High","public","public","HS","CARROLL","41",NA,"1031","58"
"748","240021000547","Sykesville Middle","public","public","MS","CARROLL","23",NA,"792","45.7"
"749","240021000548","Taneytown Elementary","public","public","ES","CARROLL","31",NA,"385","40.6"
"750","240021000550","Westminster East Middle","public","public","MS","CARROLL","23",NA,"717","48"
"751","240021000551","Westminster Elementary","public","public","ES","CARROLL","23",NA,"535","34.83"
"752","240021000552","Westminster High","public","public","HS","CARROLL","23",NA,"1540","87.67"
"753","240021000553","Westminster West Middle","public","public","MS","CARROLL","23",NA,"927","60"
"754","240021000554","William Winchester Elementary","public","public","ES","CARROLL","23",NA,"546","35.5"
"755","240021000555","Winfield Elementary","public","public","ES","CARROLL","41",NA,"583","50.3"
"756","240021000835","Oklahoma Road Middle","public","public","MS","CARROLL","23",NA,"742","44.8"
"757","240021000977","Linton Springs Elementary","public","public","ES","CARROLL","41",NA,"620","37.3"
"758","240021000979","Carroll County Career & Technology Center","public","public","UG","CARROLL","23",NA,"0","39.44"
"759","240021001105","Cranberry Station Elementary","public","public","ES","CARROLL","41",NA,"518","37.27"
"760","240021001161","Century High","public","public","HS","CARROLL","41",NA,"1128","61"
"761","240021001185","Winters Mill High","public","public","HS","CARROLL","41",NA,"1126","62.67"
"762","240021001348","Post Secondary Program","public","public","HS","CARROLL","23",NA,"41","<U+0096>"
"763","240021001349","PRIDE School","public","public","ES","CARROLL","23",NA,"9","3"
"764","240021001350","Flexible Student Support","public","public","HS","CARROLL","41",NA,"24","<U+0096>"
"765","240021001394","Liberty High","public","public","HS","CARROLL","23",NA,"1049","59.67"
"766","240021001414","Parr's Ridge Elementary","public","public","ES","CARROLL","21",NA,"475","29.7"
"767","240021001548","Gateway School","public","public","HS","CARROLL","41",NA,"69","18"
"768","240021001652","Ebb Valley Elementary","public","public","ES","CARROLL","41",NA,"522","34"
"769","240021001672","Manchester Valley High","public","public","HS","CARROLL","31",NA,"1304","76"
